anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page,anime_scored_by,anime_season_aired,anime_year_aired
Clannad: After Story,TV (24 eps),Oct 2008 - Mar 2009,1128679,"Drama, Romance, Supernatural",Fridays at 01:59 (JST),Sentai Filmworks,68231,109,8.941,https://myanimelist.net/anime/4181/Clannad__After_Story,629932,fall,2008 
Gintama,TV (201 eps),Apr 2006 - Mar 2010,1000984,"Action, Comedy, Sci-Fi",Thursdays at 18:00 (JST),"Sentai Filmworks, Crunchyroll",56811,138,8.941,https://myanimelist.net/anime/918/Gintama,373845,spring,2006 
Code Geass: Hangyaku no Lelouch R2,TV (25 eps),Apr 2008 - Sep 2008,1660445,"Action, Award Winning, Drama, Sci-Fi",Sundays at 17:00 (JST),"Funimation, Bandai Entertainment",73517,47,8.911,https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2,1121300,spring,2008 
Owarimonogatari 2nd Season,TV (7 eps),Aug 2017 - Aug 2017,370894,"Comedy, Mystery, Supernatural",Not scheduled once per week,Aniplex of America,8327,553,8.891,https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season,178892,fall,2017 
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV (14 eps),Jul 2018 - Oct 2018,179248,"Action, Comedy, Sci-Fi",Mondays at 01:35 (JST),"None found, add some",1005,1183,8.881,https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen,86535,summer,2018 
Monster,TV (74 eps),Apr 2004 - Sep 2005,959745,"Drama, Mystery, Suspense",Wednesdays at 00:40 (JST),VIZ Media,44233,149,8.861,https://myanimelist.net/anime/19/Monster,343426,spring,2004 
Kimetsu no Yaiba: Yuukaku-hen,TV (11 eps),Dec 2021 - Feb 2022,1135588,"Action, Fantasy",Sundays at 23:15 (JST),"Aniplex of America, Crunchyroll",22563,108,8.821,https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen,691352,fall,2021 
Gintama.: Shirogane no Tamashii-hen,TV (12 eps),Jan 2018 - Mar 2018,193561,"Action, Comedy, Sci-Fi",Mondays at 01:35 (JST),"None found, add some",1116,1105,8.811,https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen,94718,winter,2018 
Mob Psycho 100 II,TV (13 eps),Jan 2019 - Apr 2019,1382416,"Action, Comedy, Supernatural",Mondays at 23:00 (JST),Funimation,31220,76,8.811,https://myanimelist.net/anime/37510/Mob_Psycho_100_II,869094,winter,2019 
Shingeki no Kyojin: The Final Season,TV (16 eps),Dec 2020 - Mar 2021,1771104,"Action, Drama",Mondays at 00:10 (JST),Funimation,50808,41,8.811,https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season,1167312,fall,2020 
Vinland Saga Season 2,TV (24 eps),Jan 2023 -,311344,"Action, Adventure, Drama",Tuesdays at 00:30 (JST),"None found, add some",3155,688,8.771,https://myanimelist.net/anime/49387/Vinland_Saga_Season_2,34860,winter,2023 
Monogatari Series: Second Season,TV (26 eps),Jul 2013 - Dec 2013,636594,"Comedy, Mystery, Romance, Supernatural",Sundays at 00:00 (JST),Aniplex of America,22886,290,8.771,https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season,340466,summer,2013 
Shingeki no Kyojin: The Final Season Part 2,TV (12 eps),Jan 2022 - Apr 2022,1054632,"Action, Drama",Mondays at 00:05 (JST),"None found, add some",28382,128,8.771,https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2,568617,winter,2022 
Mob Psycho 100 III,TV (12 eps),Oct 2022 - Dec 2022,503532,"Action, Comedy, Supernatural",Thursdays at 00:00 (JST),"None found, add some",7704,392,8.751,https://myanimelist.net/anime/50172/Mob_Psycho_100_III,193915,fall,2022 
Cowboy Bebop,TV (26 eps),Apr 1998 - Apr 1999,1724945,"Action, Award Winning, Sci-Fi",Saturdays at 01:00 (JST),"Funimation, Bandai Entertainment",76527,43,8.751,https://myanimelist.net/anime/1/Cowboy_Bebop,888954,spring,1998 
Mushishi Zoku Shou 2nd Season,TV (10 eps),Oct 2014 - Dec 2014,249204,"Adventure, Fantasy, Mystery, Slice of Life, Supernatural",Sundays at 00:30 (JST),Aniplex of America,1373,863,8.731,https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season,99128,fall,2014 
Vinland Saga,TV (24 eps),Jul 2019 - Dec 2019,1273763,"Action, Adventure, Drama",Mondays at 00:10 (JST),Sentai Filmworks,39067,90,8.731,https://myanimelist.net/anime/37521/Vinland_Saga,709168,summer,2019 
86 Part 2,TV (12 eps),Oct 2021 - Mar 2022,398025,"Action, Drama, Sci-Fi",Sundays at 00:00 (JST),"None found, add some",11855,515,8.711,https://myanimelist.net/anime/48569/86_Part_2,212784,fall,2021 
Ashita no Joe 2,TV (47 eps),Oct 1980 - Aug 1981,45991,"Drama, Sports",Unknown,"None found, add some",2333,2957,8.711,https://myanimelist.net/anime/2921/Ashita_no_Joe_2,17865,fall,1980 
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV (12 eps),Oct 2021 - Dec 2021,731815,"Drama, Fantasy, Ecchi",Mondays at 00:00 (JST),Funimation,16327,235,8.711,https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2,439267,fall,2021 
Mushishi Zoku Shou,TV (10 eps),Apr 2014 - Jun 2014,282605,"Adventure, Fantasy, Mystery, Slice of Life, Supernatural",Saturdays at 00:00 (JST),Aniplex of America,1497,761,8.701,https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou,111703,spring,2014 
Odd Taxi,TV (13 eps),Apr 2021 - Jun 2021,367395,"Award Winning, Mystery",Tuesdays at 02:00 (JST),"None found, add some",7347,561,8.701,https://myanimelist.net/anime/46102/Odd_Taxi,180318,spring,2021 
Code Geass: Hangyaku no Lelouch,TV (25 eps),Oct 2006 - Jul 2007,2104590,"Action, Award Winning, Drama, Sci-Fi",Fridays at 01:25 (JST),"Funimation, Bandai Entertainment",103564,20,8.701,https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch,1315571,fall,2006 
Great Teacher Onizuka,TV (43 eps),Jun 1999 - Sep 2000,769941,"Comedy, Drama",Wednesdays at 19:30 (JST),"Discotek Media, Tokyopop",24711,217,8.691,https://myanimelist.net/anime/245/Great_Teacher_Onizuka,379654,fall,1999 
Made in Abyss: Retsujitsu no Ougonkyou,TV (12 eps),Jul 2022 - Sep 2022,347907,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Wednesdays at 22:30 (JST),Sentai Filmworks,4591,603,8.681,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,131503,summer,2022 
One Piece,TV (? eps),Oct 1999 -,2091743,"Action, Adventure, Fantasy",Sundays at 09:30 (JST),"Funimation, 4Kids Entertainment",189863,21,8.681,https://myanimelist.net/anime/21/One_Piece,1179666,fall,1999 
Made in Abyss,TV (13 eps),Jul 2017 - Sep 2017,1250317,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",Fridays at 21:30 (JST),Sentai Filmworks,40685,92,8.671,https://myanimelist.net/anime/34599/Made_in_Abyss,674239,summer,2017 
Spy x Family,TV (12 eps),Apr 2022 - Jun 2022,1240945,"Action, Award Winning, Comedy",Saturdays at 23:00 (JST),"None found, add some",36794,94,8.671,https://myanimelist.net/anime/50265/Spy_x_Family,738123,spring,2022 
Violet Evergarden,TV (13 eps),Jan 2018 - Apr 2018,1627122,"Drama, Fantasy",Thursdays at 00:00 (JST),Funimation,56024,51,8.671,https://myanimelist.net/anime/33352/Violet_Evergarden,885864,winter,2018 
Mushishi,TV (26 eps),Oct 2005 - Jun 2006,778253,"Adventure, Fantasy, Mystery, Slice of Life, Supernatural",Sundays at 03:40 (JST),Funimation,25555,208,8.661,https://myanimelist.net/anime/457/Mushishi,263724,fall,2005 
Chainsaw Man,TV (12 eps),Oct 2022 - Dec 2022,1119896,"Action, Fantasy",Wednesdays at 00:00 (JST),"None found, add some",37098,111,8.661,https://myanimelist.net/anime/44511/Chainsaw_Man,501847,fall,2022 
Jujutsu Kaisen,TV (24 eps),Oct 2020 - Mar 2021,2143943,"Action, Award Winning, Fantasy",Saturdays at 01:25 (JST),VIZ Media,78442,17,8.651,https://myanimelist.net/anime/40748/Jujutsu_Kaisen,1387005,fall,2020 
Natsume Yuujinchou Shi,TV (13 eps),Jan 2012 - Mar 2012,231920,"Drama, Slice of Life, Supernatural",Tuesdays at 01:30 (JST),"NIS America, Inc.",1928,925,8.651,https://myanimelist.net/anime/11665/Natsume_Yuujinchou_Shi,102868,winter,2012 
Shigatsu wa Kimi no Uso,TV (22 eps),Oct 2014 - Mar 2015,2058841,"Drama, Romance",Fridays at 01:20 (JST),Aniplex of America,82114,23,8.651,https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso,1258121,fall,2014 
Tengen Toppa Gurren Lagann,TV (27 eps),Apr 2007 - Sep 2007,1518841,"Action, Adventure, Award Winning, Sci-Fi",Sundays at 08:30 (JST),"ADV Films, Bandai Entertainment, Aniplex of America",74724,64,8.631,https://myanimelist.net/anime/2001/Tengen_Toppa_Gurren_Lagann,852758,spring,2007 
Natsume Yuujinchou Roku,TV (11 eps),Apr 2017 - Jun 2017,173304,"Drama, Slice of Life, Supernatural",Wednesdays at 01:35 (JST),"None found, add some",1021,1232,8.621,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,62911,spring,2017 
Ping Pong the Animation,TV (11 eps),Apr 2014 - Jun 2014,364728,"Award Winning, Drama, Sports",Fridays at 00:50 (JST),Funimation,14808,567,8.621,https://myanimelist.net/anime/22135/Ping_Pong_the_Animation,170379,spring,2014 
Shingeki no Kyojin Season 3,TV (12 eps),Jul 2018 - Oct 2018,2136104,"Action, Drama",Mondays at 00:35 (JST),Funimation,19307,18,8.621,https://myanimelist.net/anime/35760/Shingeki_no_Kyojin_Season_3,1452990,summer,2018 
Death Note,TV (37 eps),Oct 2006 - Jun 2007,3623193,"Supernatural, Suspense",Wednesdays at 00:56 (JST),VIZ Media,164240,2,8.621,https://myanimelist.net/anime/1535/Death_Note,2557901,fall,2006 
Bungou Stray Dogs 4th Season,TV (13 eps),Jan 2023 - Mar 2023,175587,"Action, Mystery, Supernatural",Wednesdays at 23:00 (JST),"None found, add some",1658,1215,8.611,https://myanimelist.net/anime/50330/Bungou_Stray_Dogs_4th_Season,14115,winter,2023 
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV (39 eps),Oct 2018 - Jul 2019,923752,"Action, Adventure, Supernatural",Saturdays at 01:05 (JST),VIZ Media,29626,154,8.581,https://myanimelist.net/anime/37991/JoJo_no_Kimyou_na_Bouken_Part_5__Ougon_no_Kaze,613859,fall,2018 
Natsume Yuujinchou San,TV (13 eps),Jul 2011 - Sep 2011,238920,"Drama, Slice of Life, Supernatural",Tuesdays at 01:30 (JST),"NIS America, Inc.",1347,903,8.581,https://myanimelist.net/anime/10379/Natsume_Yuujinchou_San,111694,summer,2011 
Natsume Yuujinchou Go,TV (11 eps),Oct 2016 - Dec 2016,172594,"Drama, Slice of Life, Supernatural",Wednesdays at 01:35 (JST),"None found, add some",790,1238,8.571,https://myanimelist.net/anime/32983/Natsume_Yuujinchou_Go,69635,fall,2016 
Yojouhan Shinwa Taikei,TV (11 eps),Apr 2010 - Jul 2010,418581,"Award Winning, Comedy, Mystery, Romance",Fridays at 00:45 (JST),Funimation,17373,483,8.571,https://myanimelist.net/anime/7785/Yojouhan_Shinwa_Taikei,135545,spring,2010 
Ousama Ranking,TV (23 eps),Oct 2021 - Mar 2022,533797,"Adventure, Fantasy",Fridays at 00:55 (JST),Funimation,11405,363,8.561,https://myanimelist.net/anime/40834/Ousama_Ranking,273182,fall,2021 
Fate/Zero 2nd Season,TV (12 eps),Apr 2012 - Jun 2012,1054716,"Action, Fantasy, Supernatural",Sundays at 00:00 (JST),Aniplex of America,19897,127,8.561,https://myanimelist.net/anime/11741/Fate_Zero_2nd_Season,672225,spring,2012 
Fruits Basket 2nd Season,TV (25 eps),Apr 2020 - Sep 2020,450040,"Drama, Romance, Supernatural",Tuesdays at 01:30 (JST),Funimation,5517,443,8.561,https://myanimelist.net/anime/40417/Fruits_Basket_2nd_Season,225653,spring,2020 
Kenpuu Denki Berserk,TV (25 eps),Oct 1997 - Apr 1998,587082,"Action, Adventure, Drama, Fantasy, Horror",Wednesdays at 01:45 (JST),"Media Blasters, NYAV Post",24411,328,8.551,https://myanimelist.net/anime/33/Kenpuu_Denki_Berserk,312642,fall,1997 
Zoku Natsume Yuujinchou,TV (13 eps),Jan 2009 - Mar 2009,235680,"Drama, Slice of Life, Supernatural",Tuesdays at 01:00 (JST),"NIS America, Inc.",1393,912,8.551,https://myanimelist.net/anime/5300/Zoku_Natsume_Yuujinchou,119071,winter,2009 
Bakuman. 3rd Season,TV (25 eps),Oct 2012 - Mar 2013,316720,"Comedy, Drama, Romance",Unknown,"None found, add some",2919,670,8.541,https://myanimelist.net/anime/12365/Bakuman_3rd_Season,186409,fall,2012 
Nana,TV (47 eps),Apr 2006 - Mar 2007,599238,"Drama, Romance",Wednesdays at 23:25 (JST),"VIZ Media, Sentai Filmworks",26177,322,8.531,https://myanimelist.net/anime/877/Nana,228238,spring,2006 
Shingeki no Kyojin,TV (25 eps),Apr 2013 - Sep 2013,3647540,"Action, Award Winning, Drama, Suspense",Sundays at 01:58 (JST),Funimation,159703,1,8.531,https://myanimelist.net/anime/16498/Shingeki_no_Kyojin,2593615,spring,2013 
Sora yori mo Tooi Basho,TV (13 eps),Jan 2018 - Mar 2018,467337,"Adventure, Comedy, Drama",Tuesdays at 20:30 (JST),"None found, add some",13280,425,8.531,https://myanimelist.net/anime/35839/Sora_yori_mo_Tooi_Basho,201914,winter,2018 
Steins;Gate 0,TV (23 eps),Apr 2018 - Sep 2018,809673,"Drama, Sci-Fi, Suspense",Thursdays at 01:35 (JST),Funimation,11151,191,8.531,https://myanimelist.net/anime/30484/Steins_Gate_0,390473,spring,2018 
Summertime Render,TV (25 eps),Apr 2022 - Sep 2022,381529,"Mystery, Supernatural, Suspense",Fridays at 00:00 (JST),Disney Platform Distribution,6071,533,8.531,https://myanimelist.net/anime/47194/Summertime_Render,133318,spring,2022 
Yakusoku no Neverland,TV (12 eps),Jan 2019 - Mar 2019,1815291,"Mystery, Sci-Fi, Suspense",Fridays at 00:55 (JST),Aniplex of America,31863,38,8.521,https://myanimelist.net/anime/37779/Yakusoku_no_Neverland,1188770,winter,2019 
Gintama.: Porori-hen,TV (13 eps),Oct 2017 - Dec 2017,186254,"Action, Comedy, Sci-Fi",Mondays at 01:35 (JST),"None found, add some",866,1143,8.521,https://myanimelist.net/anime/35843/Gintama__Porori-hen,94047,fall,2017 
Kimetsu no Yaiba,TV (26 eps),Apr 2019 - Sep 2019,2695044,"Action, Award Winning, Fantasy",Saturdays at 23:30 (JST),Aniplex of America,85743,7,8.521,https://myanimelist.net/anime/38000/Kimetsu_no_Yaiba,1863576,spring,2019 
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV (26 eps),Jan 2004 - Jan 2005,217790,"Action, Mystery, Sci-Fi",Unknown,"Bandai Entertainment, Manga Entertainment",3064,991,8.521,https://myanimelist.net/anime/801/Koukaku_Kidoutai__Stand_Alone_Complex_2nd_GIG,100520,winter,2004 
Samurai Champloo,TV (26 eps),May 2004 - Mar 2005,1161337,"Action, Adventure, Comedy",Saturdays at 10:30 (JST),"Funimation, Geneon Entertainment USA",35319,104,8.511,https://myanimelist.net/anime/205/Samurai_Champloo,600410,fall,2004 
Ansatsu Kyoushitsu 2nd Season,TV (25 eps),Jan 2016 - Jul 2016,1324991,"Action, Comedy",Fridays at 01:25 (JST),Funimation,17134,85,8.501,https://myanimelist.net/anime/30654/Ansatsu_Kyoushitsu_2nd_Season,824533,winter,2016 
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV (39 eps),Apr 2016 - Dec 2016,1020751,"Action, Adventure, Supernatural",Saturdays at 00:30 (JST),VIZ Media,37106,131,8.501,https://myanimelist.net/anime/31933/JoJo_no_Kimyou_na_Bouken_Part_4__Diamond_wa_Kudakenai,702344,spring,2016 
Uchuu Kyoudai,TV (99 eps),Apr 2012 - Mar 2014,183714,"Comedy, Sci-Fi",Sundays at 07:00 (JST),Sentai Filmworks,3771,1154,8.501,https://myanimelist.net/anime/12431/Uchuu_Kyoudai,50600,spring,2012 
One Punch Man,TV (12 eps),Oct 2015 - Dec 2015,2981093,"Action, Comedy",Mondays at 01:05 (JST),VIZ Media,61140,4,8.501,https://myanimelist.net/anime/30276/One_Punch_Man,2078770,fall,2015 
Shingeki no Kyojin Season 2,TV (12 eps),Apr 2017 - Jun 2017,2491101,"Action, Drama, Suspense",Saturdays at 22:00 (JST),Funimation,20435,12,8.501,https://myanimelist.net/anime/25777/Shingeki_no_Kyojin_Season_2,1708462,spring,2017 
Mob Psycho 100,TV (12 eps),Jul 2016 - Sep 2016,1897808,"Action, Comedy, Supernatural",Tuesdays at 00:00 (JST),"Funimation, Crunchyroll",43983,33,8.491,https://myanimelist.net/anime/32182/Mob_Psycho_100,1164517,summer,2016 
Aria the Origination,TV (13 eps),Jan 2008 - Apr 2008,121290,"Fantasy, Sci-Fi, Slice of Life",Tuesdays at 02:00 (JST),Nozomi Entertainment,3998,1617,8.491,https://myanimelist.net/anime/3297/Aria_the_Origination,30235,winter,2008 
Banana Fish,TV (24 eps),Jul 2018 - Dec 2018,783682,"Action, Adventure, Drama, Suspense",Fridays at 00:55 (JST),"None found, add some",28293,203,8.491,https://myanimelist.net/anime/36649/Banana_Fish,337316,summer,2018 
Rainbow: Nisha Rokubou no Shichinin,TV (26 eps),Apr 2010 - Sep 2010,374434,"Drama, Suspense",Unknown,Funimation,8168,548,8.481,https://myanimelist.net/anime/6114/Rainbow__Nisha_Rokubou_no_Shichinin,149525,spring,2010 
Chihayafuru 3,TV (24 eps),Oct 2019 - Mar 2020,128516,"Drama, Sports",Wednesdays at 01:29 (JST),Sentai Filmworks,1407,1547,8.471,https://myanimelist.net/anime/37379/Chihayafuru_3,56188,fall,2019 
Owarimonogatari,TV (12 eps),Oct 2015 - Dec 2015,453802,"Comedy, Mystery, Supernatural",Sundays at 00:00 (JST),Aniplex of America,2779,439,8.451,https://myanimelist.net/anime/31181/Owarimonogatari,222212,fall,2015 
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,TV (12 eps),Jan 2021 - Mar 2021,782678,"Drama, Fantasy, Suspense",Wednesdays at 22:30 (JST),"None found, add some",11603,204,8.451,https://myanimelist.net/anime/42203/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season_Part_2,449991,winter,2021 
Yuu☆Yuu☆Hakusho,TV (112 eps),Oct 1992 - Jan 1995,639076,"Action, Comedy, Supernatural",Unknown,Funimation,21212,288,8.451,https://myanimelist.net/anime/392/Yuu%E2%98%86Yuu%E2%98%86Hakusho,308766,fall,1992 
Golden Kamuy 3rd Season,TV (12 eps),Oct 2020 - Dec 2020,146613,"Action, Adventure",Mondays at 23:00 (JST),Funimation,1375,1405,8.451,https://myanimelist.net/anime/40059/Golden_Kamuy_3rd_Season,70297,fall,2020 
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV (24 eps),Jan 2015 - Jun 2015,1015292,"Action, Adventure, Drama, Supernatural",Saturdays at 00:30 (JST),VIZ Media,19487,134,8.441,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,721587,winter,2015 
Kono Oto Tomare! Part 2,TV (13 eps),Oct 2019 - Dec 2019,156893,"Drama, Romance",Sundays at 01:00 (JST),Funimation,1599,1340,8.431,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,83052,fall,2019 
Koukaku Kidoutai: Stand Alone Complex,TV (26 eps),Oct 2002 - Oct 2003,379031,"Action, Award Winning, Sci-Fi",Unknown,"Bandai Entertainment, Manga Entertainment",8316,537,8.431,https://myanimelist.net/anime/467/Koukaku_Kidoutai__Stand_Alone_Complex,158441,fall,2002 
Mononoke,TV (12 eps),Jul 2007 - Sep 2007,297980,"Fantasy, Horror, Mystery, Supernatural",Fridays at 00:45 (JST),"Discotek Media, Flatiron Film Company",7488,724,8.431,https://myanimelist.net/anime/2246/Mononoke,83910,summer,2007 
Saiki Kusuo no Ψ-nan 2,TV (24 eps),Jan 2018 - Jun 2018,586097,"Comedy, Supernatural",Wednesdays at 01:35 (JST),"None found, add some",3982,329,8.431,https://myanimelist.net/anime/34612/Saiki_Kusuo_no_%CE%A8-nan_2,349768,winter,2018 
Saiki Kusuo no Ψ-nan,TV (120 eps),Jul 2016 - Dec 2016,1002777,"Comedy, Supernatural",Not scheduled once per week,Funimation,26808,136,8.421,https://myanimelist.net/anime/33255/Saiki_Kusuo_no_%CE%A8-nan,559438,summer,2016 
Vivy: Fluorite Eye's Song,TV (13 eps),Apr 2021 - Jun 2021,475519,"Action, Sci-Fi, Suspense",Saturdays at 23:30 (JST),Aniplex of America,9700,411,8.421,https://myanimelist.net/anime/46095/Vivy__Fluorite_Eyes_Song,213463,spring,2021 
Hunter x Hunter,TV (62 eps),Oct 1999 - Mar 2001,552323,"Action, Adventure, Fantasy",Saturdays at 18:00 (JST),VIZ Media,10250,353,8.411,https://myanimelist.net/anime/136/Hunter_x_Hunter,269440,fall,1999 
Houseki no Kuni,TV (12 eps),Oct 2017 - Dec 2017,421835,"Action, Drama, Fantasy, Mystery",Saturdays at 21:30 (JST),Sentai Filmworks,12275,478,8.401,https://myanimelist.net/anime/35557/Houseki_no_Kuni,180071,fall,2017 
Kaze ga Tsuyoku Fuiteiru,TV (23 eps),Oct 2018 - Mar 2019,278845,"Drama, Sports",Wednesdays at 01:29 (JST),Sentai Filmworks,5685,775,8.401,https://myanimelist.net/anime/37965/Kaze_ga_Tsuyoku_Fuiteiru,127525,fall,2018 
3-gatsu no Lion,TV (22 eps),Oct 2016 - Mar 2017,639622,"Drama, Slice of Life",Saturdays at 23:00 (JST),Aniplex of America,14899,286,8.391,https://myanimelist.net/anime/31646/3-gatsu_no_Lion,264988,fall,2016 
Chihayafuru 2,TV (25 eps),Jan 2013 - Jun 2013,223220,"Drama, Sports",Unknown,Sentai Filmworks,1574,961,8.391,https://myanimelist.net/anime/14397/Chihayafuru_2,123336,winter,2013 
Cross Game,TV (50 eps),Apr 2009 - Mar 2010,119158,"Drama, Romance, Sports",Unknown,"None found, add some",2967,1647,8.391,https://myanimelist.net/anime/5941/Cross_Game,48840,spring,2009 
Tensei shitara Slime Datta Ken 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,834692,"Action, Adventure, Comedy, Fantasy",Tuesdays at 23:00 (JST),Funimation,10146,183,8.391,https://myanimelist.net/anime/39551/Tensei_shitara_Slime_Datta_Ken_2nd_Season,472324,winter,2021 
Kimetsu no Yaiba: Mugen Ressha-hen,TV (7 eps),Oct 2021 - Nov 2021,565467,"Action, Fantasy",Sundays at 23:15 (JST),"None found, add some",3642,343,8.381,https://myanimelist.net/anime/49926/Kimetsu_no_Yaiba__Mugen_Ressha-hen,327103,fall,2021 
Baccano!,TV (13 eps),Jul 2007 - Nov 2007,864740,"Action, Comedy, Mystery, Supernatural",Fridays at 00:30 (JST),"Funimation, Aniplex of America",22743,172,8.371,https://myanimelist.net/anime/2251/Baccano,366841,summer,2007 
Fumetsu no Anata e,TV (20 eps),Apr 2021 - Aug 2021,778932,"Adventure, Drama, Supernatural",Mondays at 22:50 (JST),"None found, add some",13148,207,8.371,https://myanimelist.net/anime/41025/Fumetsu_no_Anata_e,319433,spring,2021 
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TV (12 eps),Jul 2020 - Sep 2020,660907,"Comedy, Romance",Fridays at 01:58 (JST),Sentai Filmworks,13271,273,8.371,https://myanimelist.net/anime/39547/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan,357213,summer,2020 
Mushoku Tensei: Isekai Ittara Honki Dasu,TV (11 eps),Jan 2021 - Mar 2021,1093439,"Drama, Fantasy, Ecchi",Mondays at 00:00 (JST),Funimation,26921,120,8.371,https://myanimelist.net/anime/39535/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu,663792,winter,2021 
Mahou Shoujo Madoka★Magica,TV (12 eps),Jan 2011 - Apr 2011,1210431,"Award Winning, Drama, Suspense",Fridays at 01:25 (JST),Aniplex of America,51632,97,8.361,https://myanimelist.net/anime/9756/Mahou_Shoujo_Madoka%E2%98%85Magica,710173,winter,2011 
Spy x Family Part 2,TV (13 eps),Oct 2022 - Dec 2022,673736,"Action, Comedy",Saturdays at 23:00 (JST),"None found, add some",6342,267,8.361,https://myanimelist.net/anime/50602/Spy_x_Family_Part_2,289775,fall,2022 
Bakuman. 2nd Season,TV (25 eps),Oct 2011 - Mar 2012,339298,"Comedy, Drama, Romance",Saturdays at 17:30 (JST),Media Blasters,1362,622,8.351,https://myanimelist.net/anime/10030/Bakuman_2nd_Season,204186,fall,2011 
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,TV (13 eps),Jul 2020 - Sep 2020,1009660,"Drama, Fantasy, Suspense",Wednesdays at 22:30 (JST),"None found, add some",11137,135,8.351,https://myanimelist.net/anime/39587/Re_Zero_kara_Hajimeru_Isekai_Seikatsu_2nd_Season,578572,summer,2020 
Kiseijuu: Sei no Kakuritsu,TV (24 eps),Oct 2014 - Mar 2015,1739419,"Action, Horror, Sci-Fi",Thursdays at 01:29 (JST),Sentai Filmworks,32926,42,8.341,https://myanimelist.net/anime/22535/Kiseijuu__Sei_no_Kakuritsu,1077664,fall,2014 
Neon Genesis Evangelion,TV (26 eps),Oct 1995 - Mar 1996,1670079,"Action, Avant Garde, Award Winning, Drama, Sci-Fi, Suspense",Wednesdays at 18:30 (JST),"ADV Films, GKIDS",97963,46,8.341,https://myanimelist.net/anime/30/Neon_Genesis_Evangelion,995009,fall,1995 
Psycho-Pass,TV (22 eps),Oct 2012 - Mar 2013,1538485,"Action, Sci-Fi, Suspense",Fridays at 00:45 (JST),Funimation,37202,59,8.341,https://myanimelist.net/anime/13601/Psycho-Pass,743814,fall,2012 
Given,TV (11 eps),Jul 2019 - Sep 2019,517059,"Boys Love, Drama, Romance",Fridays at 00:55 (JST),"None found, add some",16134,379,8.341,https://myanimelist.net/anime/39533/Given,282240,summer,2019 
Bakemonogatari,TV (15 eps),Jul 2009 - Jun 2010,1333775,"Mystery, Romance, Supernatural",Fridays at 23:00 (JST),Aniplex of America,47541,83,8.331,https://myanimelist.net/anime/5081/Bakemonogatari,699286,summer,2009 
Versailles no Bara,TV (40 eps),Oct 1979 - Sep 1980,89826,"Drama, Romance",Wednesdays at 19:00 (JST),"Nozomi Entertainment, Discotek Media",2763,2009,8.331,https://myanimelist.net/anime/338/Versailles_no_Bara,27493,fall,1979 
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,TV (11 eps),Apr 2011 - Jun 2011,1527029,"Drama, Supernatural",Fridays at 01:15 (JST),"NIS America, Inc., Aniplex of America",31983,61,8.321,https://myanimelist.net/anime/9989/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai,936928,spring,2011 
Fate/stay night: Unlimited Blade Works 2nd Season,TV (13 eps),Apr 2015 - Jun 2015,804673,"Action, Fantasy, Supernatural",Sundays at 00:00 (JST),Aniplex of America,8960,193,8.321,https://myanimelist.net/anime/28701/Fate_stay_night__Unlimited_Blade_Works_2nd_Season,531745,spring,2015 
