,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
1436,Free! Movie 1: Timeless Medley - Kizuna,Movie (1 eps),Apr 2017 - Apr 2017,"45,521 members",[],[],['Licensors: Funimation'],['Favorites: 68'],['Popularity: #2974'],"['Score: 7.581 (scored by 13,079 users)']",https://myanimelist.net/anime/33845/Free_Movie_1__Timeless_Medley_-_Kizuna
1437,Fukigen na Mononokean Tsuzuki,TV (13 eps),Jan 2019 - Mar 2019,"48,579 members","['Genres: Comedy, Supernatural']",['Broadcast: Saturdays at 21:00 (JST)'],['Licensors: Funimation'],['Favorites: 154'],['Popularity: #2878'],"['Score: 7.581 (scored by 20,408 users)']",https://myanimelist.net/anime/37958/Fukigen_na_Mononokean_Tsuzuki
1438,Full Metal Panic! Invisible Victory,TV (12 eps),Apr 2018 - Jul 2018,"93,019 members",[],['Broadcast: Fridays at 20:30 (JST)'],['Licensors: Funimation'],['Favorites: 264'],['Popularity: #1968'],"['Score: 7.581 (scored by 35,518 users)']",https://myanimelist.net/anime/31931/Full_Metal_Panic_Invisible_Victory
1439,GetBackers,TV (49 eps),Oct 2002 - Sep 2003,"118,420 members","['Genres: Action, Mystery, Supernatural']",['Broadcast: Saturdays at 17:30 (JST)'],"['Licensors: ADV Films, Sentai Filmworks']",['Favorites: 854'],['Popularity: #1656'],"['Score: 7.581 (scored by 52,573 users)']",https://myanimelist.net/anime/132/GetBackers
1440,Higashi no Eden Movie II: Paradise Lost,Movie (1 eps),Mar 2010 - Mar 2010,"141,022 members","['Genres: Mystery, Romance, Sci-Fi, Suspense']",[],['Licensors: Funimation'],['Favorites: 115'],['Popularity: #1440'],"['Score: 7.581 (scored by 79,003 users)']",https://myanimelist.net/anime/6637/Higashi_no_Eden_Movie_II__Paradise_Lost
1441,Kara no Kyoukai Movie 1: Fukan Fuukei,Movie (1 eps),Dec 2007 - Dec 2007,"404,891 members","['Genres: Action, Mystery, Supernatural, Suspense']",[],['Licensors: Aniplex of America'],"['Favorites: 2,306']",['Popularity: #500'],"['Score: 7.581 (scored by 177,037 users)']",https://myanimelist.net/anime/2593/Kara_no_Kyoukai_Movie_1__Fukan_Fuukei
1442,Log Horizon 2nd Season,TV (25 eps),Oct 2014 - Mar 2015,"585,362 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 17:30 (JST)'],"['Licensors: Funimation, Sentai Filmworks']","['Favorites: 1,385']",['Popularity: #330'],"['Score: 7.581 (scored by 326,744 users)']",https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season
1443,Momo e no Tegami,Movie (1 eps),Apr 2012 - Apr 2012,"78,192 members","['Genres: Award Winning, Drama, Supernatural']",[],"['Licensors: NYAV Post, GKIDS']",['Favorites: 163'],['Popularity: #2185'],"['Score: 7.581 (scored by 33,172 users)']",https://myanimelist.net/anime/10389/Momo_e_no_Tegami
1444,Nisekoi,TV (20 eps),Jan 2014 - May 2014,"1,110,327 members","['Genres: Comedy, Romance']",['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 10,590']",['Popularity: #115'],"['Score: 7.581 (scored by 627,927 users)']",https://myanimelist.net/anime/18897/Nisekoi
1445,Noein: Mou Hitori no Kimi e,TV (24 eps),Oct 2005 - Mar 2006,"88,175 members","['Genres: Adventure, Drama, Sci-Fi']",['Broadcast: Wednesdays at 01:30 (JST)'],"['Licensors: Funimation, Manga Entertainment']",['Favorites: 715'],['Popularity: #2038'],"['Score: 7.581 (scored by 29,366 users)']",https://myanimelist.net/anime/584/Noein__Mou_Hitori_no_Kimi_e
1446,Pokemon (2019),TV (136 eps),Nov 2019 - Dec 2022,"77,605 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Fridays at 18:55 (JST)'],['Licensors: The Pokemon Company International'],['Favorites: 626'],['Popularity: #2198'],"['Score: 7.581 (scored by 29,211 users)']",https://myanimelist.net/anime/40351/Pokemon_2019
1447,Radiant 2nd Season,TV (21 eps),Oct 2019 - Feb 2020,"101,470 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Wednesdays at 19:25 (JST)'],['Licensors: Funimation'],['Favorites: 234'],['Popularity: #1851'],"['Score: 7.581 (scored by 40,933 users)']",https://myanimelist.net/anime/39355/Radiant_2nd_Season
1448,Raison d'être,Music (1 eps),Oct 2019 - Oct 2019,"4,235 members",[],[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #8323'],"['Score: 7.581 (scored by 2,596 users)']",https://myanimelist.net/anime/40569/Raison_d%C3%AAtre
1449,Runway de Waratte,TV (12 eps),Jan 2020 - Mar 2020,"120,605 members",[],['Broadcast: Saturdays at 02:25 (JST)'],['Licensors: Funimation'],['Favorites: 414'],['Popularity: #1629'],"['Score: 7.581 (scored by 49,627 users)']",https://myanimelist.net/anime/40392/Runway_de_Waratte
1450,Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi.,OVA (1 eps),Jul 2022 - Jul 2022,"27,275 members","['Genres: Boys Love, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 192'],['Popularity: #3881'],"['Score: 7.581 (scored by 9,463 users)']",https://myanimelist.net/anime/50672/Sasaki_to_Miyano__Koi_ni_Kizuku_Mae_no_Chotto_Shita_Hanashi
1451,Sengoku Basara Movie: The Last Party,Movie (1 eps),Jun 2011 - Jun 2011,"28,739 members",[],[],['Licensors: Funimation'],['Favorites: 70'],['Popularity: #3789'],"['Score: 7.581 (scored by 13,694 users)']",https://myanimelist.net/anime/9745/Sengoku_Basara_Movie__The_Last_Party
1452,Senjou no Valkyria,TV (26 eps),Apr 2009 - Sep 2009,"128,347 members","['Genres: Action, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 607'],['Popularity: #1549'],"['Score: 7.581 (scored by 53,765 users)']",https://myanimelist.net/anime/5507/Senjou_no_Valkyria
1453,Shen Yin Wangzuo 2nd Season,ONA (26 eps),Nov 2022 -,"1,385 members","['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #11407'],['Score: 7.581 (scored by 380 users)'],https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season
1454,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,OVA (2 eps),Mar 2015 - Aug 2015,"10,596 members",[],[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #5756'],"['Score: 7.581 (scored by 2,523 users)']",https://myanimelist.net/anime/25801/Shouwa_Genroku_Rakugo_Shinjuu__Yotarou_Hourou-hen
1455,Strike Witches Movie,Movie (1 eps),Mar 2012 - Mar 2012,"40,692 members","['Genres: Action, Sci-Fi, Ecchi']",[],['Licensors: Funimation'],['Favorites: 120'],['Popularity: #3173'],"['Score: 7.581 (scored by 18,508 users)']",https://myanimelist.net/anime/9751/Strike_Witches_Movie
1456,Sword Art Online: Alicization - War of Underworld,TV (12 eps),Oct 2019 - Dec 2019,"692,596 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 3,480']",['Popularity: #253'],"['Score: 7.581 (scored by 411,642 users)']",https://myanimelist.net/anime/39597/Sword_Art_Online__Alicization_-_War_of_Underworld
1457,Tensura Nikki: Tensei shitara Slime Datta Ken,TV (12 eps),Apr 2021 - Jun 2021,"299,854 members","['Genres: Comedy, Fantasy']",['Broadcast: Tuesdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,966']",['Popularity: #718'],"['Score: 7.581 (scored by 127,421 users)']",https://myanimelist.net/anime/41488/Tensura_Nikki__Tensei_shitara_Slime_Datta_Ken
1458,Tomo-chan wa Onnanoko!,TV (13 eps),Jan 2023 -,"182,941 members","['Genres: Comedy, Romance']",['Broadcast: Thursdays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 917'],['Popularity: #1153'],"['Score: 7.581 (scored by 27,137 users)']",https://myanimelist.net/anime/52305/Tomo-chan_wa_Onnanoko
1459,Towa no Quon 6: Towa no Quon,Movie (1 eps),Nov 2011 - Nov 2011,"38,745 members","['Genres: Action, Sci-Fi, Supernatural']",[],['Licensors: Sentai Filmworks'],['Favorites: 47'],['Popularity: #3263'],"['Score: 7.581 (scored by 18,001 users)']",https://myanimelist.net/anime/10717/Towa_no_Quon_6__Towa_no_Quon
1460,Tsubasa Chronicle 2nd Season,TV (26 eps),Apr 2006 - Nov 2006,"114,413 members","['Genres: Action, Adventure, Drama, Fantasy, Mystery, Romance, Supernatural']",['Broadcast: Saturdays at 18:25 (JST)'],['Licensors: Funimation'],['Favorites: 405'],['Popularity: #1698'],"['Score: 7.581 (scored by 57,954 users)']",https://myanimelist.net/anime/969/Tsubasa_Chronicle_2nd_Season
1461,Uchuu Kyoudai: Number Zero,Movie (1 eps),Aug 2014 - Aug 2014,"7,056 members","['Genres: Comedy, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 5'],['Popularity: #6790'],"['Score: 7.581 (scored by 1,798 users)']",https://myanimelist.net/anime/22583/Uchuu_Kyoudai__Number_Zero
1462,World Trigger,TV (73 eps),Oct 2014 - Apr 2016,"392,379 members","['Genres: Action, Sci-Fi, Supernatural']",['Broadcast: Sundays at 06:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 2,622']",['Popularity: #519'],"['Score: 7.581 (scored by 135,712 users)']",https://myanimelist.net/anime/24405/World_Trigger
1463,Yume-iro Pâtissière SP Professional,TV (13 eps),Oct 2010 - Dec 2010,"39,893 members","['Genres: Gourmet, Slice of Life']",['Broadcast: Unknown'],['Licensors: Maiden Japan'],['Favorites: 152'],['Popularity: #3210'],"['Score: 7.581 (scored by 22,398 users)']",https://myanimelist.net/anime/9441/Yume-iro_P%C3%A2tissi%C3%A8re_SP_Professional
1464,Tsurezure Children,TV (12 eps),Jul 2017 - Sep 2017,"683,332 members","['Genres: Comedy, Romance']",['Broadcast: Tuesdays at 23:15 (JST)'],['Licensors: Funimation'],"['Favorites: 2,610']",['Popularity: #261'],"['Score: 7.571 (scored by 370,704 users)']",https://myanimelist.net/anime/34902/Tsurezure_Children
1465,Ushio to Tora (TV),TV (26 eps),Jul 2015 - Dec 2015,"217,188 members","['Genres: Action, Adventure, Comedy, Supernatural']",['Broadcast: Fridays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 655'],['Popularity: #994'],"['Score: 7.571 (scored by 96,585 users)']",https://myanimelist.net/anime/29854/Ushio_to_Tora_TV
1466,Wakakusa Monogatari: Nan to Jo-sensei,TV (40 eps),Jan 1993 - Dec 1993,"6,230 members","['Genres: Drama, Slice of Life']",['Broadcast: Sundays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 43'],['Popularity: #7134'],"['Score: 7.571 (scored by 2,481 users)']",https://myanimelist.net/anime/2558/Wakakusa_Monogatari__Nan_to_Jo-sensei
1467,"Yondemasu yo, Azazel-san.",OVA (4 eps),Feb 2010 - Jun 2014,"30,553 members","['Genres: Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 70'],['Popularity: #3671'],"['Score: 7.571 (scored by 12,463 users)']",https://myanimelist.net/anime/7762/Yondemasu_yo_Azazel-san
1468,Yoru wa Honoka,Music (1 eps),Apr 2021 - Apr 2021,"1,942 members",[],[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #10538'],"['Score: 7.571 (scored by 1,237 users)']",https://myanimelist.net/anime/48876/Yoru_wa_Honoka
1469,Yowamushi Pedal Movie,Movie (1 eps),Aug 2015 - Aug 2015,"30,004 members",[],[],['Licensors: Discotek Media'],['Favorites: 22'],['Popularity: #3705'],"['Score: 7.571 (scored by 14,966 users)']",https://myanimelist.net/anime/30413/Yowamushi_Pedal_Movie
1470,Yuru Yuri,TV (12 eps),Jul 2011 - Sep 2011,"325,439 members","['Genres: Award Winning, Comedy, Girls Love']",['Broadcast: Unknown'],"['Licensors: NIS America, Inc.']","['Favorites: 4,409']",['Popularity: #647'],"['Score: 7.571 (scored by 146,910 users)']",https://myanimelist.net/anime/10495/Yuru_Yuri
1471,Aa! Megami-sama! Tatakau Tsubasa,Special (2 eps),Dec 2007 - Dec 2007,"26,425 members","['Genres: Comedy, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #3931'],"['Score: 7.571 (scored by 12,871 users)']",https://myanimelist.net/anime/3090/Aa_Megami-sama_Tatakau_Tsubasa
1472,Arakawa Under the Bridge,TV (13 eps),Apr 2010 - Jun 2010,"340,463 members","['Genres: Comedy, Romance']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 2,305']",['Popularity: #619'],"['Score: 7.571 (scored by 148,413 users)']",https://myanimelist.net/anime/7647/Arakawa_Under_the_Bridge
1473,Baka to Test to Shoukanjuu: Matsuri,OVA (2 eps),Feb 2011 - Mar 2011,"122,299 members",[],[],['Licensors: Funimation'],['Favorites: 111'],['Popularity: #1607'],"['Score: 7.571 (scored by 70,842 users)']",https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri
1474,BanG Dream! Morfonication,Special (2 eps),Jul 2022 - Jul 2022,"4,489 members",[],[],"['Licensors: None found, add some']",['Favorites: 33'],['Popularity: #8153'],"['Score: 7.571 (scored by 1,683 users)']",https://myanimelist.net/anime/51989/BanG_Dream_Morfonication
1475,Date A Bullet: Dead or Bullet,Movie (1 eps),Aug 2020 - Aug 2020,"96,862 members","['Genres: Action, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 527'],['Popularity: #1918'],"['Score: 7.571 (scored by 39,365 users)']",https://myanimelist.net/anime/40416/Date_A_Bullet__Dead_or_Bullet
1476,Detective Conan: Black History,Special (1 eps),Dec 2007 - Dec 2007,"7,976 members","['Genres: Adventure, Comedy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #6466'],"['Score: 7.571 (scored by 2,882 users)']",https://myanimelist.net/anime/7303/Detective_Conan__Black_History
1477,Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,Movie (1 eps),Mar 1995 - Mar 1995,"142,191 members","['Genres: Action, Adventure, Comedy, Fantasy, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 137'],['Popularity: #1436'],"['Score: 7.571 (scored by 91,836 users)']",https://myanimelist.net/anime/905/Dragon_Ball_Z_Movie_12__Fukkatsu_no_Fusion_Gokuu_to_Vegeta
1478,Dragon Quest: Dai no Daibouken (TV),TV (46 eps),Oct 1991 - Sep 1992,"22,802 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 107'],['Popularity: #4219'],"['Score: 7.571 (scored by 10,568 users)']",https://myanimelist.net/anime/2229/Dragon_Quest__Dai_no_Daibouken_TV
1479,Fairy Tail: Final Series,TV (51 eps),Oct 2018 - Sep 2019,"467,969 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Sundays at 07:00 (JST)'],['Licensors: Funimation'],"['Favorites: 4,908']",['Popularity: #422'],"['Score: 7.571 (scored by 227,742 users)']",https://myanimelist.net/anime/35972/Fairy_Tail__Final_Series
1480,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,Special (1 eps),Jun 2018 - Jun 2018,"7,981 members","['Genres: Fantasy, Slice of Life']",[],['Licensors: Sentai Filmworks'],['Favorites: 9'],['Popularity: #6465'],"['Score: 7.571 (scored by 3,408 users)']",https://myanimelist.net/anime/37109/Hakumei_to_Mikochi__Neji_to_Bed_to_Irori_to_Bakuchi
1481,Hakuouki: Hekketsuroku,TV (10 eps),Oct 2010 - Dec 2010,"83,734 members","['Genres: Action, Drama, Supernatural']",['Broadcast: Mondays at Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 488'],['Popularity: #2098'],"['Score: 7.571 (scored by 39,532 users)']",https://myanimelist.net/anime/9065/Hakuouki__Hekketsuroku
1482,Higashi no Eden: Air Communication,Movie (1 eps),Sep 2009 - Sep 2009,"33,283 members","['Genres: Mystery, Romance, Sci-Fi, Suspense']",[],['Licensors: Funimation'],['Favorites: 23'],['Popularity: #3509'],"['Score: 7.571 (scored by 12,862 users)']",https://myanimelist.net/anime/6927/Higashi_no_Eden__Air_Communication
1483,Initial D Battle Stage,OVA (1 eps),May 2002 - May 2002,"35,790 members","['Genres: Action, Drama']",[],"['Licensors: None found, add some']",['Favorites: 101'],['Popularity: #3404'],"['Score: 7.571 (scored by 17,394 users)']",https://myanimelist.net/anime/821/Initial_D_Battle_Stage
1484,K: Return of Kings,TV (13 eps),Oct 2015 - Dec 2015,"316,976 members","['Genres: Action, Supernatural']",['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: VIZ Media'],"['Favorites: 1,172']",['Popularity: #668'],"['Score: 7.571 (scored by 150,463 users)']",https://myanimelist.net/anime/27991/K__Return_of_Kings
1485,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA (1 eps),May 2021 - May 2021,"206,065 members","['Genres: Comedy, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 512'],['Popularity: #1049'],"['Score: 7.571 (scored by 110,188 users)']",https://myanimelist.net/anime/43609/Kaguya-sama_wa_Kokurasetai_Tensai-tachi_no_Renai_Zunousen_OVA
1486,Kidou Butouden G Gundam,TV (49 eps),Apr 1994 - Mar 1995,"65,537 members","['Genres: Adventure, Comedy, Drama, Romance, Sci-Fi, Sports']",['Broadcast: Fridays at 17:00 (JST)'],['Licensors: Bandai Entertainment'],['Favorites: 953'],['Popularity: #2433'],"['Score: 7.571 (scored by 35,526 users)']",https://myanimelist.net/anime/96/Kidou_Butouden_G_Gundam
1487,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,Special (1 eps),Oct 2005 - Oct 2005,"36,723 members","['Genres: Adventure, Fantasy, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 24'],['Popularity: #3352'],"['Score: 7.571 (scored by 18,531 users)']",https://myanimelist.net/anime/3466/Kino_no_Tabi__The_Beautiful_World_-_Tou_no_Kuni_-_Free_Lance
1488,Love Live! Sunshine!! 2nd Season,TV (13 eps),Oct 2017 - Dec 2017,"109,926 members",[],['Broadcast: Saturdays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,113']",['Popularity: #1760'],"['Score: 7.571 (scored by 54,674 users)']",https://myanimelist.net/anime/34973/Love_Live_Sunshine_2nd_Season
1489,Mahou Sensei Negima!: Mou Hitotsu no Sekai,OVA (4 eps),Sep 2009 - Aug 2010,"24,069 members","['Genres: Action, Adventure, Supernatural, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 34'],['Popularity: #4118'],"['Score: 7.571 (scored by 8,551 users)']",https://myanimelist.net/anime/6050/Mahou_Sensei_Negima__Mou_Hitotsu_no_Sekai
1490,New Game!,TV (12 eps),Jul 2016 - Sep 2016,"412,190 members",[],['Broadcast: Mondays at 22:30 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 2,800']",['Popularity: #492'],"['Score: 7.571 (scored by 195,953 users)']",https://myanimelist.net/anime/31953/New_Game
1491,No.6,TV (11 eps),Jul 2011 - Sep 2011,"415,509 members","['Genres: Action, Drama, Mystery, Sci-Fi']",['Broadcast: Fridays at 01:15 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 7,189']",['Popularity: #489'],"['Score: 7.571 (scored by 197,248 users)']",https://myanimelist.net/anime/10161/No6
1492,Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,OVA (1 eps),Sep 2020 - Sep 2020,"111,545 members","['Genres: Comedy, Romance']",[],['Licensors: Aniplex of America'],['Favorites: 297'],['Popularity: #1740'],"['Score: 7.571 (scored by 58,552 users)']",https://myanimelist.net/anime/40936/Ore_wo_Suki_nano_wa_Omae_dake_ka_yo__Oretachi_no_Game_Set
1493,Penguin Highway,Movie (1 eps),Aug 2018 - Aug 2018,"77,706 members","['Genres: Fantasy, Mystery, Sci-Fi']",[],['Licensors: Eleven Arts'],['Favorites: 290'],['Popularity: #2194'],"['Score: 7.571 (scored by 28,515 users)']",https://myanimelist.net/anime/37407/Penguin_Highway
1494,Saint Seiya: Meiou Hades Elysion-hen,OVA (6 eps),Mar 2008 - Aug 2008,"39,382 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 105'],['Popularity: #3227'],"['Score: 7.571 (scored by 24,652 users)']",https://myanimelist.net/anime/3515/Saint_Seiya__Meiou_Hades_Elysion-hen
1495,Sword Art Online Movie: Ordinal Scale,Movie (1 eps),Feb 2017 - Feb 2017,"684,299 members","['Genres: Action, Adventure, Fantasy']",[],['Licensors: Aniplex of America'],"['Favorites: 3,396']",['Popularity: #260'],"['Score: 7.571 (scored by 425,484 users)']",https://myanimelist.net/anime/31765/Sword_Art_Online_Movie__Ordinal_Scale
1496,Tada-kun wa Koi wo Shinai,TV (13 eps),Apr 2018 - Jun 2018,"275,987 members","['Genres: Comedy, Romance']",['Broadcast: Thursdays at 21:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,278']",['Popularity: #786'],"['Score: 7.571 (scored by 120,951 users)']",https://myanimelist.net/anime/36470/Tada-kun_wa_Koi_wo_Shinai
1497,Tales of Vesperia: The First Strike,Movie (1 eps),Oct 2009 - Oct 2009,"47,978 members","['Genres: Action, Adventure, Fantasy']",[],['Licensors: Funimation'],['Favorites: 146'],['Popularity: #2896'],"['Score: 7.571 (scored by 21,678 users)']",https://myanimelist.net/anime/6046/Tales_of_Vesperia__The_First_Strike
1498,Tensei shitara Ken deshita,TV (12 eps),Oct 2022 - Dec 2022,"201,117 members","['Genres: Action, Fantasy']",['Broadcast: Wednesdays at 23:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,282']",['Popularity: #1068'],"['Score: 7.571 (scored by 86,571 users)']",https://myanimelist.net/anime/49891/Tensei_shitara_Ken_deshita
