,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
4721,Uchuu Senkan Yamato: Kanketsu-hen,Movie (1 eps),Mar 1983 - Mar 1983,"3,971 members",[],['Broadcast: Fridays at 17:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 97'],['Popularity: #4021'],"['Score: 6.861 (scored by 12,739 users)']",https://myanimelist.net/anime/3072/Uchuu_Senkan_Yamato__Kanketsu-hen
4722,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,OVA (2 eps),Jul 2006 - Oct 2006,"5,998 members","['Genres: Action, Comedy, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 40'],['Popularity: #2621'],"['Score: 6.861 (scored by 28,449 users)']",https://myanimelist.net/anime/1648/UFO_Princess_Valkyrie_4__Toki_to_Yume_to_Ginga_no_Utage
4723,Vanitas no Karte: Le Chemin Parcouru Depuis la Rencontre,Special (1 eps),Dec 2021 - Dec 2021,"6,294 members","['Genres: Action, Comedy, Sci-Fi, Ecchi']",[],['Licensors: Sentai Filmworks'],['Favorites: 58'],['Popularity: #2180'],"['Score: 6.861 (scored by 38,990 users)']",https://myanimelist.net/anime/50770/Vanitas_no_Karte__Le_Chemin_Parcouru_Depuis_la_Rencontre
4724,Watashi no Tenshi,Music (1 eps),Dec 2019 - Dec 2019,824 members,[],[],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #5979'],"['Score: 6.861 (scored by 2,135 users)']",https://myanimelist.net/anime/41174/Watashi_no_Tenshi
4725,Wu Geng Ji 4th Season,ONA (24 eps),Jul 2021 - Dec 2021,"1,291 members","['Genres: Boys Love, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 101'],['Popularity: #5095'],"['Score: 6.861 (scored by 6,584 users)']",https://myanimelist.net/anime/49398/Wu_Geng_Ji_4th_Season
4726,Yu☆Gi☆Oh! Zexal Second,TV (73 eps),Oct 2012 - Mar 2014,"37,482 members","['Genres: Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #7570'],"['Score: 6.861 (scored by 1,042 users)']",https://myanimelist.net/anime/15489/Yu%E2%98%86Gi%E2%98%86Oh_Zexal_Second
4727,Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,ONA (7 eps),May 2021 - Jun 2021,"4,175 members",[],['Broadcast: Wednesdays at 01:59 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,480']",['Popularity: #675'],"['Score: 6.851 (scored by 156,669 users)']",https://myanimelist.net/anime/42359/Zhen_Hun_Jie__Bei_Luo_Shi_Men_Pian_Part_2
4728,Xi Xing Ji: Jijie Pian,ONA (22 eps),Sep 2019 - Jan 2020,915 members,"['Genres: Action, Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 160'],['Popularity: #2909'],"['Score: 6.851 (scored by 23,079 users)']",https://myanimelist.net/anime/41215/Xi_Xing_Ji__Jijie_Pian
4729,Yama no Susume Second Season Specials,Special (2 eps),Oct 2014 - Mar 2015,"10,209 members","['Genres: Action, Comedy, Mystery']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, Maiden Japan']",['Favorites: 27'],['Popularity: #5188'],"['Score: 6.851 (scored by 4,919 users)']",https://myanimelist.net/anime/27887/Yama_no_Susume_Second_Season_Specials
4730,Zetman,TV (13 eps),Apr 2012 - Jun 2012,"131,205 members","['Genres: Action, Adventure, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 9'],['Popularity: #7545'],"['Score: 6.851 (scored by 2,326 users)']",https://myanimelist.net/anime/11837/Zetman
4731,Zone of the Enders: 2167 Idolo,OVA (1 eps),Feb 2001 - Feb 2001,"9,144 members","['Genres: Comedy, Fantasy']",[],"['Licensors: ADV Films, Discotek Media']",['Favorites: 83'],['Popularity: #4430'],"['Score: 6.851 (scored by 11,116 users)']",https://myanimelist.net/anime/1248/Zone_of_the_Enders__2167_Idolo
4732,3D Kanojo: Real Girl,TV (12 eps),Apr 2018 - Jun 2018,"315,420 members","['Genres: Action, Fantasy, Supernatural']",[],['Licensors: Aniplex of America'],['Favorites: 140'],['Popularity: #2178'],"['Score: 6.851 (scored by 29,828 users)']",https://myanimelist.net/anime/36793/3D_Kanojo__Real_Girl
4733,86 Special Edition: Senya ni Akaku Hinageshi no Saku,Special (1 eps),Jun 2021 - Jun 2021,"47,346 members","['Genres: Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 0'],['Popularity: #13033'],['Score: 6.861 (scored by 282 users)'],https://myanimelist.net/anime/49235/86_Special_Edition__Senya_ni_Akaku_Hinageshi_no_Saku
4734,Clamp Gakuen Tanteidan,TV (26 eps),May 1997 - Oct 1997,"13,727 members","['Genres: Comedy, Fantasy']",[],['Licensors: Funimation'],['Favorites: 19'],['Popularity: #4211'],"['Score: 6.851 (scored by 6,742 users)']",https://myanimelist.net/anime/1844/Clamp_Gakuen_Tanteidan
4735,Cobra The Animation: The Psycho-Gun,OVA (4 eps),Aug 2008 - Feb 2009,"5,411 members",[],['Broadcast: Mondays at 00:00 (JST)'],['Licensors: Funimation'],['Favorites: 353'],['Popularity: #1377'],"['Score: 6.851 (scored by 71,729 users)']",https://myanimelist.net/anime/4646/Cobra_The_Animation__The_Psycho-Gun
4736,Dragon Half,OVA (2 eps),Mar 1993 - May 1993,"20,377 members",[],[],['Licensors: Funimation'],['Favorites: 105'],['Popularity: #4518'],"['Score: 6.851 (scored by 6,635 users)']",https://myanimelist.net/anime/870/Dragon_Half
4737,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,Movie (1 eps),Dec 2020 - Dec 2020,"78,565 members",[],[],"['Licensors: None found, add some']",['Favorites: 24'],['Popularity: #7738'],"['Score: 6.851 (scored by 2,326 users)']",https://myanimelist.net/anime/38085/Fate_Grand_Order__Shinsei_Entaku_Ryouiki_Camelot_1_-_Wandering__Agateram
4738,Fullmetal Alchemist: The Sacred Star of Milos Specials,ONA (4 eps),Jun 2011 - Jun 2011,"22,911 members",[],[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #9298'],['Score: 6.851 (scored by 788 users)'],https://myanimelist.net/anime/10842/Fullmetal_Alchemist__The_Sacred_Star_of_Milos_Specials
4739,Hanebado!,TV (13 eps),Jul 2018 - Oct 2018,"151,139 members","['Genres: Comedy, Drama, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #10615'],['Score: 6.851 (scored by 392 users)'],https://myanimelist.net/anime/37259/Hanebado
4740,Hetalia World★Stars,ONA (12 eps),Apr 2021 - Jun 2021,"19,536 members","['Genres: Comedy, Drama, Romance, Ecchi']",[],['Licensors: VIZ Media'],['Favorites: 58'],['Popularity: #3997'],"['Score: 6.851 (scored by 12,351 users)']",https://myanimelist.net/anime/43591/Hetalia_World%E2%98%85Stars
4741,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap,Special (2 eps),Mar 2022 - Mar 2022,"5,134 members","['Genres: Comedy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #3918'],"['Score: 6.851 (scored by 14,636 users)']",https://myanimelist.net/anime/51616/Honzuki_no_Gekokujou__Shisho_ni_Naru_Tame_ni_wa_Shudan_wo_Erandeiraremasen_Recap
4742,Houkago no Ouji-sama,Special (5 eps),Oct 2014 - Jun 2015,"2,979 members","['Genres: Comedy, Fantasy, Romance']",['Broadcast: Tuesdays at 01:35 (JST)'],['Licensors: Discotek Media'],['Favorites: 527'],['Popularity: #842'],"['Score: 6.851 (scored by 121,077 users)']",https://myanimelist.net/anime/24457/Houkago_no_Ouji-sama
4743,Huyao Xiao Hongniang: Mu Tiancheng,ONA (12 eps),Dec 2020 - Feb 2021,"1,886 members","['Genres: Action, Adventure, Comedy, Drama']",['Broadcast: Unknown'],"['Licensors: Media Blasters, Geneon Entertainment USA']",['Favorites: 17'],['Popularity: #5728'],"['Score: 6.851 (scored by 4,137 users)']",https://myanimelist.net/anime/44097/Huyao_Xiao_Hongniang__Mu_Tiancheng
4744,I''s Pure,OVA (6 eps),Dec 2005 - Jun 2006,"25,594 members","['Genres: Action, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #8740'],['Score: 6.851 (scored by 800 users)'],https://myanimelist.net/anime/811/Is_Pure
4745,Ichigo 100% OVA,OVA (4 eps),Jun 2005 - Oct 2005,"26,591 members","['Genres: Comedy, Girls Love, Slice of Life, Ecchi']",['Broadcast: Mondays at 01:30 (JST)'],['Licensors: Maiden Japan'],['Favorites: 71'],['Popularity: #3281'],"['Score: 6.851 (scored by 14,907 users)']",https://myanimelist.net/anime/981/Ichigo_100_OVA
4746,Jitsu wa Watashi wa,TV (13 eps),Jul 2015 - Sep 2015,"255,690 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 32'],['Popularity: #4748'],"['Score: 6.851 (scored by 6,152 users)']",https://myanimelist.net/anime/29785/Jitsu_wa_Watashi_wa
4747,Juubee-chan 2: Siberia Yagyuu no Gyakushuu,TV (13 eps),Jan 2004 - Apr 2004,"10,719 members",[],['Broadcast: Fridays at 01:25 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 494'],['Popularity: #1685'],"['Score: 6.851 (scored by 48,387 users)']",https://myanimelist.net/anime/636/Juubee-chan_2__Siberia_Yagyuu_no_Gyakushuu
4748,Kakutou Bijin Wulong: Rebirth,TV (25 eps),Apr 2006 - Oct 2006,"3,608 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #10762'],['Score: 6.861 (scored by 590 users)'],https://myanimelist.net/anime/968/Kakutou_Bijin_Wulong__Rebirth
4749,Kanamemo,TV (13 eps),Jul 2009 - Sep 2009,"38,034 members","['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #12609'],['Score: 6.851 (scored by 390 users)'],https://myanimelist.net/anime/5914/Kanamemo
4750,Kiddy GiRL-AND,TV (24 eps),Oct 2009 - Mar 2010,"17,385 members","['Genres: Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #5843'],"['Score: 6.851 (scored by 4,922 users)']",https://myanimelist.net/anime/3349/Kiddy_GiRL-AND
4751,Kill Me Baby,TV (13 eps),Jan 2012 - Mar 2012,"115,994 members","['Genres: Action, Drama, Horror, Romance, Sci-Fi, Supernatural']",['Broadcast: Unknown'],"['Licensors: VIZ Media, NYAV Post']",['Favorites: 270'],['Popularity: #1522'],"['Score: 6.851 (scored by 60,129 users)']",https://myanimelist.net/anime/11079/Kill_Me_Baby
4752,Love Live! School Idol Project OVA,OVA (1 eps),Nov 2013 - Nov 2013,"49,301 members","['Genres: Action, Drama, Romance, Sci-Fi']",[],['Licensors: ADV Films'],['Favorites: 14'],['Popularity: #6123'],"['Score: 6.851 (scored by 4,079 users)']",https://myanimelist.net/anime/20745/Love_Live_School_Idol_Project_OVA
4753,Metal Fight Beyblade,TV (51 eps),Apr 2009 - Mar 2010,"85,723 members",[],[],"['Licensors: None found, add some']",['Favorites: 107'],['Popularity: #2847'],"['Score: 6.851 (scored by 27,163 users)']",https://myanimelist.net/anime/5962/Metal_Fight_Beyblade
4754,Mushikaburi-hime,TV (12 eps),Oct 2022 - Dec 2022,"56,628 members","['Genres: Adventure, Comedy, Sports']",['Broadcast: Sundays at 08:30 (JST)'],['Licensors: Nelvana'],['Favorites: 378'],['Popularity: #2074'],"['Score: 6.851 (scored by 56,939 users)']",https://myanimelist.net/anime/50923/Mushikaburi-hime
4755,Nekomonogatari: Kuro Recap,Special (1 eps),Mar 2013 - Mar 2013,"10,985 members","['Genres: Drama, Fantasy, Romance']",['Broadcast: Thursdays at 21:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 396'],['Popularity: #2653'],"['Score: 6.851 (scored by 17,024 users)']",https://myanimelist.net/anime/38971/Nekomonogatari__Kuro_Recap
4756,Oishinbo,TV (136 eps),Oct 1988 - Mar 1992,"3,483 members",[],[],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #5671'],"['Score: 6.851 (scored by 4,127 users)']",https://myanimelist.net/anime/1093/Oishinbo
4757,One Piece 3D: Gekisou! Trap Coaster,Movie (1 eps),Dec 2011 - Dec 2011,"22,948 members","['Genres: Comedy, Gourmet, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #8827'],['Score: 6.851 (scored by 591 users)'],https://myanimelist.net/anime/12001/One_Piece_3D__Gekisou_Trap_Coaster
4758,Pokemon Movie 13: Genei no Hasha Zoroark,Movie (1 eps),Jul 2010 - Jul 2010,"69,538 members","['Genres: Action, Comedy, Fantasy, Romance, Supernatural, Ecchi']",['Broadcast: Thursdays at 01:30 (JST)'],['Licensors: Funimation'],['Favorites: 729'],['Popularity: #920'],"['Score: 6.841 (scored by 117,495 users)']",https://myanimelist.net/anime/7695/Pokemon_Movie_13__Genei_no_Hasha_Zoroark
4759,Project A-Ko,Movie (1 eps),Jun 1986 - Jun 1986,"19,023 members","['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #4206'],"['Score: 6.851 (scored by 8,588 users)']",https://myanimelist.net/anime/212/Project_A-Ko
4760,Ranma ½: Tendou-ke no Oyobidenai Yatsura!,Special (1 eps),Aug 1992 - Aug 1992,"4,420 members","['Genres: Action, Adventure, Fantasy']",[],"['Licensors: VIZ Media, The Pokemon Company International']",['Favorites: 28'],['Popularity: #2353'],"['Score: 6.851 (scored by 41,844 users)']",https://myanimelist.net/anime/10819/Ranma_%C2%BD__Tendou-ke_no_Oyobidenai_Yatsura
4761,Ryuuou no Oshigoto!,TV (12 eps),Jan 2018 - Mar 2018,"184,410 members","['Genres: Action, Adventure, Comedy, Sci-Fi']",[],"['Licensors: Central Park Media, Discotek Media']",['Favorites: 119'],['Popularity: #4567'],"['Score: 6.851 (scored by 7,969 users)']",https://myanimelist.net/anime/35905/Ryuuou_no_Oshigoto
4762,Saihate no Paladin,TV (12 eps),Oct 2021 - Jan 2022,"257,411 members","['Genres: Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 0'],['Popularity: #8206'],"['Score: 6.851 (scored by 1,432 users)']",https://myanimelist.net/anime/48761/Saihate_no_Paladin
4763,Sengoku Basara: Judge End,TV (12 eps),Jul 2014 - Sep 2014,"27,727 members",[],['Broadcast: Mondays at 22:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 332'],['Popularity: #1150'],"['Score: 6.851 (scored by 79,378 users)']",https://myanimelist.net/anime/23201/Sengoku_Basara__Judge_End
4764,Senki Zesshou Symphogear XV: Senki Zesshou Shinai Symphogear,Special (4 eps),Dec 2019 - Mar 2020,"3,858 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 22:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,298']",['Popularity: #832'],"['Score: 6.851 (scored by 113,473 users)']",https://myanimelist.net/anime/40659/Senki_Zesshou_Symphogear_XV__Senki_Zesshou_Shinai_Symphogear
4765,Shin Angyo Onshi,Movie (1 eps),Dec 2004 - Dec 2004,"18,172 members",[],['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 29'],['Popularity: #3843'],"['Score: 6.851 (scored by 10,996 users)']",https://myanimelist.net/anime/884/Shin_Angyo_Onshi
4766,Stella no Mahou,TV (12 eps),Oct 2016 - Dec 2016,"38,523 members","['Genres: Comedy, Slice of Life']",[],['Licensors: Discotek Media'],['Favorites: 3'],['Popularity: #8571'],"['Score: 6.851 (scored by 1,114 users)']",https://myanimelist.net/anime/32555/Stella_no_Mahou
4767,Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,Movie (1 eps),Nov 2019 - Nov 2019,"1,484 members","['Genres: Action, Fantasy']",[],"['Licensors: ADV Films, Funimation']",['Favorites: 21'],['Popularity: #4664'],"['Score: 6.851 (scored by 9,089 users)']",https://myanimelist.net/anime/39250/Sumikko_Gurashi_Movie_1__Tobidasu_Ehon_to_Himitsu_no_Ko
4768,Sumomomo Momomo: Chijou Saikyou no Yome,TV (22 eps),Oct 2006 - Mar 2007,"65,094 members",[],['Broadcast: Mondays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 61'],['Popularity: #3268'],"['Score: 6.851 (scored by 13,381 users)']",https://myanimelist.net/anime/1568/Sumomomo_Momomo__Chijou_Saikyou_no_Yome
4769,Toaru Kagaku no Railgun: Motto Marutto Railgun,Special (2 eps),Jan 2010 - May 2010,"45,942 members","['Genres: Action, Comedy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 90'],['Popularity: #2445'],"['Score: 6.851 (scored by 24,077 users)']",https://myanimelist.net/anime/8023/Toaru_Kagaku_no_Railgun__Motto_Marutto_Railgun
4770,Kiss x Sis,OVA (12 eps),Dec 2008 - Apr 2015,"314,549 members",[],[],"['Licensors: None found, add some']",['Favorites: 31'],['Popularity: #2960'],"['Score: 6.851 (scored by 21,142 users)']",https://myanimelist.net/anime/5042/Kiss_x_Sis
4771,Koi to Senkyo to Chocolate: Koi Imouto!,Special (1 eps),Mar 2013 - Mar 2013,"37,031 members","['Genres: Comedy, Romance, Ecchi']",[],['Licensors: Discotek Media'],"['Favorites: 1,254']",['Popularity: #680'],"['Score: 6.841 (scored by 176,808 users)']",https://myanimelist.net/anime/18045/Koi_to_Senkyo_to_Chocolate__Koi_Imouto
4772,"Kono Danshi, Sekka ni Nayandemasu.",OVA (1 eps),Dec 2014 - Dec 2014,"23,411 members","['Genres: Drama, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 18'],['Popularity: #3332'],"['Score: 6.841 (scored by 19,622 users)']",https://myanimelist.net/anime/25143/Kono_Danshi_Sekka_ni_Nayandemasu
4773,Kouya no Kotobuki Hikoutai,TV (12 eps),Jan 2019 - Mar 2019,"31,684 members","['Genres: Adventure, Comedy, Drama, Fantasy, Romance, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 27'],['Popularity: #5606'],"['Score: 6.831 (scored by 3,628 users)']",https://myanimelist.net/anime/38301/Kouya_no_Kotobuki_Hikoutai
4774,Kumorizora no Mukou wa Hareteiru,Music (1 eps),Jul 2022 - Jul 2022,974 members,"['Genres: Boys Love, Drama']",[],['Licensors: Kuma Holdings'],['Favorites: 44'],['Popularity: #4178'],"['Score: 6.841 (scored by 11,161 users)']",https://myanimelist.net/anime/52507/Kumorizora_no_Mukou_wa_Hareteiru
4775,Majimoji Rurumo,TV (12 eps),Jul 2014 - Sep 2014,"71,529 members","['Genres: Action, Adventure']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 85'],['Popularity: #3595'],"['Score: 6.841 (scored by 10,133 users)']",https://myanimelist.net/anime/23945/Majimoji_Rurumo
4776,Majokko Megu-chan,TV (72 eps),Apr 1974 - Sep 1975,"3,270 members",[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #12405'],['Score: 6.841 (scored by 343 users)'],https://myanimelist.net/anime/3388/Majokko_Megu-chan
4777,Micchiri Neko,TV (39 eps),Jan 2018 - Mar 2018,"8,309 members","['Genres: Comedy, Fantasy, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 81'],['Popularity: #2309'],"['Score: 6.841 (scored by 30,738 users)']",https://myanimelist.net/anime/36982/Micchiri_Neko
4778,Moon Pride,Music (1 eps),Jul 2014 - Jul 2014,"5,383 members",[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #9008'],['Score: 6.841 (scored by 779 users)'],https://myanimelist.net/anime/25375/Moon_Pride
4779,Omamori Himari,TV (12 eps),Jan 2010 - Mar 2010,"233,374 members",[],['Broadcast: Not scheduled once per week'],['Licensors: Discotek Media'],['Favorites: 31'],['Popularity: #6352'],"['Score: 6.841 (scored by 3,424 users)']",https://myanimelist.net/anime/6324/Omamori_Himari
4780,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,OVA (1 eps),Sep 2021 - Sep 2021,"21,298 members","['Genres: Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #7563'],"['Score: 6.841 (scored by 2,928 users)']",https://myanimelist.net/anime/49457/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_OVA
4781,Overlord Movie: Ple Ple Pleiades,Movie (2 eps),Feb 2017 - Mar 2017,"20,231 members","['Genres: Comedy, Drama, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #4340'],"['Score: 6.841 (scored by 7,338 users)']",https://myanimelist.net/anime/36497/Overlord_Movie__Ple_Ple_Pleiades
4782,Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken,Movie (1 eps),May 2006 - May 2006,"9,657 members","['Genres: Action, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #4445'],"['Score: 6.841 (scored by 8,164 users)']",https://myanimelist.net/anime/11009/Pokemon_3D_Adventure_2__Pikachu_no_Kaitei_Daibouken
4783,Precure All Stars GoGo Dream Live!,Special (1 eps),Nov 2008 - Nov 2008,"3,899 members","['Genres: Adventure, Comedy, Fantasy']",[],['Licensors: The Pokemon Company International'],['Favorites: 11'],['Popularity: #5988'],"['Score: 6.841 (scored by 3,789 users)']",https://myanimelist.net/anime/10549/Precure_All_Stars_GoGo_Dream_Live
4784,Precure Super Stars! Movie,Movie (1 eps),Mar 2018 - Mar 2018,"2,942 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #8547'],"['Score: 6.841 (scored by 1,492 users)']",https://myanimelist.net/anime/36995/Precure_Super_Stars_Movie
4785,Qin Shi Mingyue: Tian Xing Jiu Ge,ONA (60 eps),Mar 2016 - Jul 2018,"1,741 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #9332'],['Score: 6.841 (scored by 926 users)'],https://myanimelist.net/anime/36732/Qin_Shi_Mingyue__Tian_Xing_Jiu_Ge
4786,Rilu Rilu Fairilu: Mahou no Kagami,TV (51 eps),Apr 2017 - Mar 2018,"1,800 members","['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #10823'],['Score: 6.841 (scored by 400 users)'],https://myanimelist.net/anime/34927/Rilu_Rilu_Fairilu__Mahou_no_Kagami
4787,Senkou no Night Raid,TV (13 eps),Apr 2010 - Jun 2010,"43,976 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Fridays at 17:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #10746'],['Score: 6.841 (scored by 226 users)'],https://myanimelist.net/anime/6973/Senkou_no_Night_Raid
4788,Shirobako Specials,Special (2 eps),Feb 2015 - Jul 2015,"25,757 members",[],['Broadcast: Tuesdays at 01:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 56'],['Popularity: #3039'],"['Score: 6.841 (scored by 12,471 users)']",https://myanimelist.net/anime/28105/Shirobako_Specials
4789,Soul Eater: Late Night Show,Special (51 eps),Apr 2008 - Mar 2009,"26,248 members","['Genres: Adventure, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #3983'],"['Score: 6.841 (scored by 11,592 users)']",https://myanimelist.net/anime/21195/Soul_Eater__Late_Night_Show
4790,Star Beat!: Hoshi no Kodou,Music (1 eps),Aug 2016 - Aug 2016,"2,983 members","['Genres: Action, Comedy, Fantasy']",[],['Licensors: Funimation'],['Favorites: 36'],['Popularity: #3946'],"['Score: 6.841 (scored by 7,624 users)']",https://myanimelist.net/anime/34252/Star_Beat__Hoshi_no_Kodou
4791,Stella-Rium,Music (1 eps),May 2015 - May 2015,"1,148 members",[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #9295'],"['Score: 6.851 (scored by 1,394 users)']",https://myanimelist.net/anime/35585/Stella-Rium
4792,Stratos 4 Advance Kanketsu-hen,OVA (2 eps),Sep 2006 - Oct 2006,"2,864 members",[],[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #11931'],['Score: 6.841 (scored by 576 users)'],https://myanimelist.net/anime/1584/Stratos_4_Advance_Kanketsu-hen
4793,Sword Art Online: Alicization - War of Underworld Reflection,Special (1 eps),Oct 2019 - Oct 2019,"48,560 members","['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #9402'],"['Score: 6.841 (scored by 1,129 users)']",https://myanimelist.net/anime/40489/Sword_Art_Online__Alicization_-_War_of_Underworld_Reflection
4794,Taishou Roman,Music (1 eps),Sep 2021 - Sep 2021,713 members,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 92'],['Popularity: #2880'],"['Score: 6.841 (scored by 21,112 users)']",https://myanimelist.net/anime/49830/Taishou_Roman
4795,Tegamibachi: Omakebachi,Special (25 eps),Dec 2010 - Aug 2011,"5,436 members",[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #7530'],"['Score: 6.841 (scored by 1,035 users)']",https://myanimelist.net/anime/9673/Tegamibachi__Omakebachi
4796,Tell Your World,Music (1 eps),Mar 2012 - Mar 2012,"5,603 members",[],[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #7439'],"['Score: 6.831 (scored by 3,268 users)']",https://myanimelist.net/anime/15673/Tell_Your_World
4797,Tennis no Ouji-sama: Mini Theater,Special (3 eps),Dec 2009 - Dec 2009,"4,383 members",[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #8225'],"['Score: 6.841 (scored by 1,768 users)']",https://myanimelist.net/anime/10276/Tennis_no_Ouji-sama__Mini_Theater
4798,To Heart 2 OVA,OVA (3 eps),Feb 2007 - Sep 2007,"6,789 members","['Genres: Comedy, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #6896'],"['Score: 6.841 (scored by 2,633 users)']",https://myanimelist.net/anime/1720/To_Heart_2_OVA
4799,Versailles no Bara: Seimei Aru Kagiri Aishite,Movie (1 eps),May 1990 - May 1990,"3,466 members","['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 275'],['Popularity: #2135'],"['Score: 6.841 (scored by 28,464 users)']",https://myanimelist.net/anime/3868/Versailles_no_Bara__Seimei_Aru_Kagiri_Aishite
4800,Xin Shen Bang: Yang Jian,Movie (1 eps),Aug 2022 - Aug 2022,735 members,[],[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #12138'],['Score: 6.851 (scored by 639 users)'],https://myanimelist.net/anime/51334/Xin_Shen_Bang__Yang_Jian
4801,Zombie-Loan,TV (11 eps),Jul 2007 - Sep 2007,"135,387 members",[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #7286'],"['Score: 6.841 (scored by 2,973 users)']",https://myanimelist.net/anime/2404/Zombie-Loan
4802,Aishen Qiaokeli-ing...,ONA (15 eps),Dec 2015 - Mar 2016,"80,810 members",[],['Broadcast: Tuesdays at 00:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 32'],['Popularity: #7776'],"['Score: 6.841 (scored by 1,295 users)']",https://myanimelist.net/anime/32323/Aishen_Qiaokeli-ing
