,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
1620,Full Metal Panic! Movie 1: Boy Meets Girl,Movie (1 eps),Nov 2017 - Nov 2017,"6,972 members","['Genres: Comedy, Sports']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Ponycan USA'],['Favorites: 334'],['Popularity: #1177'],"['Score: 6.961 (scored by 76,749 users)']",https://myanimelist.net/anime/36342/Full_Metal_Panic_Movie_1__Boy_Meets_Girl
1621,I Wanna,Music (1 eps),Feb 2022 - Feb 2022,"1,395 members","['Genres: Comedy, Drama, Romance, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #9766'],['Score: 6.971 (scored by 777 users)'],https://myanimelist.net/anime/51084/I_Wanna
1622,Kaisou Ressha,Music (1 eps),Aug 2021 - Aug 2021,"1,361 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 22:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 777'],['Popularity: #1449'],"['Score: 6.961 (scored by 61,909 users)']",https://myanimelist.net/anime/51077/Kaisou_Ressha
1623,Keppeki Danshi! Aoyama-kun,TV (12 eps),Jul 2017 - Sep 2017,"180,759 members","['Genres: Comedy, Fantasy, Romance']",['Broadcast: Tuesdays at 01:30 (JST)'],['Licensors: Funimation'],['Favorites: 260'],['Popularity: #2277'],"['Score: 6.951 (scored by 29,369 users)']",https://myanimelist.net/anime/34825/Keppeki_Danshi_Aoyama-kun
1624,.hack//Sign,TV (26 eps),Apr 2002 - Sep 2002,"176,535 members","['Genres: Adventure, Drama, Fantasy']",['Broadcast: Sundays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #8325'],['Score: 6.951 (scored by 912 users)'],https://myanimelist.net/anime/48/hack__Sign
1625,Aki no Kanade,Movie (1 eps),Mar 2015 - Mar 2015,"21,721 members","['Genres: Action, Comedy, Drama, Fantasy, Horror, Ecchi']",['Broadcast: Mondays at 18:00 (JST)'],['Licensors: Media Blasters'],['Favorites: 30'],['Popularity: #5256'],"['Score: 6.951 (scored by 5,267 users)']",https://myanimelist.net/anime/29513/Aki_no_Kanade
1626,Battle Spirits: Shounen Gekiha Dan,TV (50 eps),Sep 2009 - Sep 2010,"3,396 members","['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #9499'],['Score: 6.951 (scored by 779 users)'],https://myanimelist.net/anime/6901/Battle_Spirits__Shounen_Gekiha_Dan
1627,Bessatsu Olympia Kyklos,TV (24 eps),Apr 2020 - Nov 2020,"16,907 members","['Genres: Action, Boys Love, Supernatural']",['Broadcast: Tuesdays at 02:00 (JST)'],['Licensors: Maiden Japan'],['Favorites: 215'],['Popularity: #2612'],"['Score: 6.951 (scored by 21,779 users)']",https://myanimelist.net/anime/41266/Bessatsu_Olympia_Kyklos
1628,Cardcaptor Sakura: Clear Card-hen Recap,Special (1 eps),Apr 2018 - Apr 2018,"6,013 members","['Genres: Adventure, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #9603'],"['Score: 6.951 (scored by 1,233 users)']",https://myanimelist.net/anime/37595/Cardcaptor_Sakura__Clear_Card-hen_Recap
1629,Chobits Recap,Special (1 eps),Feb 2003 - Feb 2003,"37,393 members","['Genres: Adventure, Comedy, Fantasy, Romance, Supernatural, Ecchi']",['Broadcast: Unknown'],"['Licensors: Funimation, Sentai Filmworks']",['Favorites: 260'],['Popularity: #1993'],"['Score: 6.951 (scored by 35,544 users)']",https://myanimelist.net/anime/1311/Chobits_Recap
1630,D.C.S.S: Da Capo Second Season,TV (26 eps),Jul 2005 - Dec 2005,"32,914 members","['Genres: Comedy, Fantasy']",['Broadcast: Sundays at 09:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #9116'],['Score: 6.961 (scored by 776 users)'],https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season
1631,Digimon Savers,TV (48 eps),Apr 2006 - Mar 2007,"84,265 members","['Genres: Drama, Romance']",['Broadcast: Saturdays at 07:00 (JST)'],['Licensors: Funimation'],['Favorites: 805'],['Popularity: #1894'],"['Score: 6.941 (scored by 49,730 users)']",https://myanimelist.net/anime/859/Digimon_Savers
1632,Fei Ren Zai,ONA (48 eps),Mar 2018 - Jun 2019,"3,801 members","['Genres: Comedy, Fantasy']",['Broadcast: Unknown'],['Licensors: Enoki Films'],['Favorites: 4'],['Popularity: #12306'],['Score: 6.951 (scored by 415 users)'],https://myanimelist.net/anime/37292/Fei_Ren_Zai
1633,Inazuma Eleven Go vs. Danball Senki W Movie,Movie (1 eps),Dec 2012 - Dec 2012,"12,733 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Saturdays at 07:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #9726'],['Score: 6.951 (scored by 433 users)'],https://myanimelist.net/anime/15785/Inazuma_Eleven_Go_vs_Danball_Senki_W_Movie
1634,Leo,Music (1 eps),Feb 2020 - Feb 2020,"1,163 members","['Genres: Adventure, Fantasy, Romance']",['Broadcast: Wednesdays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,885']",['Popularity: #808'],"['Score: 6.951 (scored by 125,833 users)']",https://myanimelist.net/anime/43522/Leo
1635,Lupin III: Seven Days Rhapsody,Special (1 eps),Sep 2006 - Sep 2006,"5,358 members","['Genres: Comedy, Fantasy']",['Broadcast: Saturdays at 21:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,886']",['Popularity: #635'],"['Score: 6.951 (scored by 157,128 users)']",https://myanimelist.net/anime/4851/Lupin_III__Seven_Days_Rhapsody
1636,Muka Muka Paradise,TV (51 eps),Sep 1993 - Aug 1994,"2,632 members","['Genres: Adventure, Fantasy, Mystery, Sci-Fi']",['Broadcast: Thursdays at Unknown'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 1,320']",['Popularity: #1206'],"['Score: 6.951 (scored by 82,275 users)']",https://myanimelist.net/anime/4086/Muka_Muka_Paradise
1637,Pokemon Movie 07: Rekkuu no Houmonsha Deoxys,Movie (1 eps),Jul 2004 - Jul 2004,"109,247 members","['Genres: Comedy, Ecchi']",['Broadcast: Wednesdays at 01:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 568'],['Popularity: #1457'],"['Score: 6.951 (scored by 72,649 users)']",https://myanimelist.net/anime/1122/Pokemon_Movie_07__Rekkuu_no_Houmonsha_Deoxys
1638,Release the Spyce,TV (12 eps),Oct 2018 - Dec 2018,"69,262 members","['Genres: Comedy, Sports']",['Broadcast: Mondays at 21:54 (JST)'],"['Licensors: None found, add some']",['Favorites: 71'],['Popularity: #4796'],"['Score: 6.951 (scored by 6,207 users)']",https://myanimelist.net/anime/37221/Release_the_Spyce
1639,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV (13 eps),Oct 2021 - Dec 2021,"267,284 members","['Genres: Comedy, Drama, Romance, Supernatural']",['Broadcast: Sundays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 34'],['Popularity: #3526'],"['Score: 6.951 (scored by 15,433 users)']",https://myanimelist.net/anime/44037/Shin_no_Nakama_ja_Nai_to_Yuusha_no_Party_wo_Oidasareta_node_Henkyou_de_Slow_Life_suru_Koto_ni_Shimashita
1640,"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",TV (12 eps),Apr 2021 - Jun 2021,"333,508 members","['Genres: Adventure, Comedy, Drama, Fantasy']",['Broadcast: Sundays at 09:00 (JST)'],['Licensors: Flatiron Film Company'],['Favorites: 308'],['Popularity: #2092'],"['Score: 6.951 (scored by 49,591 users)']",https://myanimelist.net/anime/40586/Slime_Taoshite_300-nen_Shiranai_Uchi_ni_Level_Max_ni_Nattemashita
1641,Tezuka Osamu no Buddha: Akai Sabaku yo! Utsukushiku,Movie (1 eps),May 2011 - May 2011,"9,105 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 01:35 (JST)'],['Licensors: Media Blasters'],['Favorites: 4'],['Popularity: #10275'],['Score: 6.951 (scored by 558 users)'],https://myanimelist.net/anime/7014/Tezuka_Osamu_no_Buddha__Akai_Sabaku_yo_Utsukushiku
1642,Tsugumomo OVA,OVA (1 eps),Jan 2020 - Jan 2020,"22,508 members","['Genres: Action, Adventure, Comedy, Sci-Fi, Sports']",['Broadcast: Mondays at 18:00 (JST)'],"['Licensors: Nelvana, Discotek Media']",['Favorites: 207'],['Popularity: #2949'],"['Score: 6.941 (scored by 28,828 users)']",https://myanimelist.net/anime/39470/Tsugumomo_OVA
1643,Yinhun x KFC,ONA (1 eps),May 2018 - May 2018,"6,658 members","['Genres: Adventure, Fantasy, Supernatural']",['Broadcast: Thursdays at 18:30 (JST)'],['Licensors: Illumitoon Entertainment'],['Favorites: 14'],['Popularity: #5035'],"['Score: 6.941 (scored by 6,348 users)']",https://myanimelist.net/anime/37864/Yinhun_x_KFC
1644,Zi Chuan,ONA (42 eps),Dec 2021 - Sep 2022,"1,642 members","['Genres: Comedy, Fantasy, Romance, Ecchi']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 1,262']",['Popularity: #550'],"['Score: 6.941 (scored by 204,119 users)']",https://myanimelist.net/anime/44389/Zi_Chuan
1645,A-Channel,TV (12 eps),Apr 2011 - Jun 2011,"97,184 members","['Genres: Action, Fantasy']",['Broadcast: Thursdays at 23:00 (JST)'],"['Licensors: ADV Films, Funimation']","['Favorites: 1,564']",['Popularity: #725'],"['Score: 6.941 (scored by 163,839 users)']",https://myanimelist.net/anime/9776/A-Channel
1646,Batman: Gotham Knight,OVA (6 eps),Jul 2008 - Jul 2008,"28,530 members","['Genres: Boys Love, Comedy']",['Broadcast: Wednesdays at 18:30 (JST)'],['Licensors: Nozomi Entertainment'],"['Favorites: 1,100']",['Popularity: #1683'],"['Score: 6.941 (scored by 63,180 users)']",https://myanimelist.net/anime/4094/Batman__Gotham_Knight
1647,Doraemon Movie 08: Nobita to Ryuu no Kishi,Movie (1 eps),Mar 1987 - Mar 1987,"4,783 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Sundays at 18:00 (JST)'],"['Licensors: ADV Films, Sentai Filmworks']",['Favorites: 58'],['Popularity: #5980'],"['Score: 6.941 (scored by 3,347 users)']",https://myanimelist.net/anime/2657/Doraemon_Movie_08__Nobita_to_Ryuu_no_Kishi
1648,Guilty Crown: 4-koma Gekijou,Special (11 eps),Jan 2012 - Nov 2012,"25,761 members","['Genres: Action, Comedy, Sci-Fi, Sports']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 11'],['Popularity: #6706'],"['Score: 6.941 (scored by 3,579 users)']",https://myanimelist.net/anime/13561/Guilty_Crown__4-koma_Gekijou
1649,Hoshi wo Katta Hi,Movie (1 eps),Jan 2006 - Jan 2006,"7,544 members","['Genres: Adventure, Fantasy']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 108'],['Popularity: #2799'],"['Score: 6.941 (scored by 23,450 users)']",https://myanimelist.net/anime/6463/Hoshi_wo_Katta_Hi
1650,KimiKiss Pure Rouge: Love Fighter,Special (1 eps),Aug 2008 - Aug 2008,"12,131 members","['Genres: Adventure, Fantasy']",['Broadcast: Wednesdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 776'],['Popularity: #1469'],"['Score: 6.941 (scored by 66,677 users)']",https://myanimelist.net/anime/4205/KimiKiss_Pure_Rouge__Love_Fighter
1651,Made in Abyss: Retsujitsu no Ougonkyou - Papa to Issho,Special (1 eps),Oct 2022 - Oct 2022,"9,369 members","['Genres: Comedy, Fantasy, Romance, Supernatural, Ecchi']",['Broadcast: Thursdays at 01:00 (JST)'],"['Licensors: Funimation, Sentai Filmworks']",['Favorites: 487'],['Popularity: #1481'],"['Score: 6.941 (scored by 62,813 users)']",https://myanimelist.net/anime/52149/Made_in_Abyss__Retsujitsu_no_Ougonkyou_-_Papa_to_Issho
1652,Mai-Otome Specials,Special (9 eps),Jan 2006 - Sep 2006,"6,077 members","['Genres: Adventure, Comedy, Sports']",['Broadcast: Unknown'],['Licensors: Nelvana'],['Favorites: 158'],['Popularity: #2873'],"['Score: 6.941 (scored by 31,664 users)']",https://myanimelist.net/anime/1659/Mai-Otome_Specials
1653,Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,OVA (1 eps),Dec 1988 - Dec 1988,"3,356 members","['Genres: Adventure, Drama, Fantasy, Sci-Fi']",['Broadcast: Saturdays at 18:28 (JST)'],['Licensors: Saban Entertainment'],['Favorites: 77'],['Popularity: #4970'],"['Score: 6.941 (scored by 7,762 users)']",https://myanimelist.net/anime/3483/Maison_Ikkoku__Shiki_Utsuriyuku_Kisetsu_no_Naka_de
1654,Obey Me! Season 2,ONA (12 eps),Jul 2022 - Dec 2022,"8,811 members","['Genres: Comedy, Romance']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,778']",['Popularity: #370'],"['Score: 6.941 (scored by 276,684 users)']",https://myanimelist.net/anime/52045/Obey_Me_Season_2
1655,Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,OVA (1 eps),Jun 2013 - Jun 2013,"17,032 members","['Genres: Adventure, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #8079'],"['Score: 6.941 (scored by 1,946 users)']",https://myanimelist.net/anime/15807/Ro-Kyu-Bu__Tomoka_no_Ichigo_Sundae
1656,Tantei Opera Milky Holmes: Summer Special,Special (1 eps),Aug 2011 - Aug 2011,"7,038 members","['Genres: Comedy, Fantasy, Romance, Supernatural, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 107'],['Popularity: #3107'],"['Score: 6.931 (scored by 18,362 users)']",https://myanimelist.net/anime/10923/Tantei_Opera_Milky_Holmes__Summer_Special
1657,Lupin III: Lupin Ansatsu Shirei,Special (1 eps),Jul 1993 - Jul 1993,"7,532 members","['Genres: Adventure, Drama, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #8687'],"['Score: 6.931 (scored by 1,156 users)']",https://myanimelist.net/anime/1438/Lupin_III__Lupin_Ansatsu_Shirei
1658,Macademi Wasshoi!,TV (12 eps),Oct 2008 - Dec 2008,"42,188 members","['Genres: Comedy, Fantasy, Slice of Life']",['Broadcast: Sundays at 01:15 (JST)'],"['Licensors: None found, add some']",['Favorites: 52'],['Popularity: #3182'],"['Score: 6.931 (scored by 17,571 users)']",https://myanimelist.net/anime/3654/Macademi_Wasshoi
1659,Macross 7 Encore,OVA (3 eps),Dec 1995 - Feb 1996,"8,970 members","['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Aniplex of America'],"['Favorites: 1,201']",['Popularity: #481'],"['Score: 6.931 (scored by 255,366 users)']",https://myanimelist.net/anime/1399/Macross_7_Encore
1660,Makiba no Shoujo Katri,TV (49 eps),Jan 1984 - Dec 1984,"3,680 members","['Genres: Adventure, Drama, Fantasy']",['Broadcast: Unknown'],['Licensors: Media Blasters'],['Favorites: 44'],['Popularity: #4771'],"['Score: 6.931 (scored by 4,259 users)']",https://myanimelist.net/anime/3162/Makiba_no_Shoujo_Katri
1661,Namiuchigiwa no Muromi-san,TV (13 eps),Apr 2013 - Jun 2013,"40,429 members","['Genres: Comedy, Fantasy, Romance']",['Broadcast: Sundays at 09:30 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 83'],['Popularity: #4207'],"['Score: 6.931 (scored by 10,352 users)']",https://myanimelist.net/anime/16910/Namiuchigiwa_no_Muromi-san
1662,Shoujo☆Kageki Revue Starlight Specials,Special (3 eps),Oct 2018 - Feb 2019,"7,611 members","['Genres: Action, Drama, Sports']",['Broadcast: Sundays at 02:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 66'],['Popularity: #4365'],"['Score: 6.931 (scored by 7,848 users)']",https://myanimelist.net/anime/38050/Shoujo%E2%98%86Kageki_Revue_Starlight_Specials
1663,UniteUp!,TV (12 eps),Jan 2023 -,"5,911 members","['Genres: Action, Comedy, Fantasy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 1,197']",['Popularity: #1391'],"['Score: 6.931 (scored by 59,695 users)']",https://myanimelist.net/anime/53132/UniteUp
1664,Wan Jie Du Zun,ONA (50 eps),Apr 2021 - Sep 2021,"2,498 members","['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Fridays at 18:00 (JST)'],['Licensors: VIZ Media'],['Favorites: 67'],['Popularity: #4974'],"['Score: 6.931 (scored by 6,416 users)']",https://myanimelist.net/anime/48684/Wan_Jie_Du_Zun
1665,Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's,Special (1 eps),Sep 2008 - Nov 2008,"10,069 members","['Genres: Adventure, Comedy, Fantasy, Romance']",['Broadcast: Fridays at 18:30 (JST)'],"['Licensors: Nozomi Entertainment, Geneon Entertainment USA']",['Favorites: 33'],['Popularity: #4774'],"['Score: 6.931 (scored by 6,970 users)']",https://myanimelist.net/anime/5298/Yu%E2%98%86Gi%E2%98%86Oh_5Ds__Shinkasuru_Kettou_Stardust_vs_Red_Demons
1666,Yuusha Shirei Dagwon,TV (48 eps),Feb 1996 - Jan 1997,"2,208 members","['Genres: Adventure, Fantasy, Sci-Fi']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],['Favorites: 204'],['Popularity: #2132'],"['Score: 6.931 (scored by 34,518 users)']",https://myanimelist.net/anime/3505/Yuusha_Shirei_Dagwon
1667,Corrector Yui,TV (52 eps),Apr 1999 - Oct 2000,"15,326 members","['Genres: Comedy, Romance']",['Broadcast: Sundays at 02:00 (JST)'],"['Licensors: Crunchyroll, Muse Communication']","['Favorites: 4,272']",['Popularity: #446'],"['Score: 6.931 (scored by 173,372 users)']",https://myanimelist.net/anime/111/Corrector_Yui
1668,Dai Mahou Touge,OVA (4 eps),Mar 2006 - Mar 2007,"31,364 members","['Genres: Sports, Ecchi']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,390']",['Popularity: #535'],"['Score: 6.931 (scored by 185,983 users)']",https://myanimelist.net/anime/933/Dai_Mahou_Touge
1669,Detective Conan: The Fugitive Kogorou Mouri,ONA (1 eps),Apr 2014 - Apr 2014,"6,821 members","['Genres: Action, Fantasy, Sci-Fi']",['Broadcast: Tuesdays at 00:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 376'],['Popularity: #1091'],"['Score: 6.931 (scored by 78,737 users)']",https://myanimelist.net/anime/24169/Detective_Conan__The_Fugitive_Kogorou_Mouri
1670,Fractale,TV (11 eps),Jan 2011 - Apr 2011,"81,028 members","['Genres: Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #12578'],['Score: 6.931 (scored by 356 users)'],https://myanimelist.net/anime/9314/Fractale
1671,Haru Dorobou,Music (1 eps),Jan 2021 - Jan 2021,705 members,"['Genres: Comedy, Fantasy, Slice of Life']",['Broadcast: Sundays at 02:05 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 11'],['Popularity: #7804'],"['Score: 6.931 (scored by 1,701 users)']",https://myanimelist.net/anime/48945/Haru_Dorobou
1672,"Iriya no Sora, UFO no Natsu",OVA (6 eps),Feb 2005 - Jun 2005,"25,132 members","['Genres: Action, Adventure']",['Broadcast: Saturdays at 17:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #10135'],['Score: 6.931 (scored by 526 users)'],https://myanimelist.net/anime/358/Iriya_no_Sora_UFO_no_Natsu
1673,Keijo!!!!!!!!,TV (12 eps),Oct 2016 - Dec 2016,"381,311 members","['Genres: Action, Adventure, Comedy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: ADV Films'],['Favorites: 34'],['Popularity: #5530'],"['Score: 6.931 (scored by 3,993 users)']",https://myanimelist.net/anime/32686/Keijo
1674,Blade Runner: Black Out 2022,ONA (1 eps),Sep 2017 - Sep 2017,"34,474 members","['Genres: Action, Comedy, Romance']",['Broadcast: Tuesdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #9452'],['Score: 6.921 (scored by 750 users)'],https://myanimelist.net/anime/36308/Blade_Runner__Black_Out_2022
1675,Hi no Tori: Houou-hen,Movie (1 eps),Dec 1986 - Dec 1986,"3,541 members","['Genres: Action, Horror, Mystery']",['Broadcast: Thursdays at 01:45 (JST)'],"['Licensors: Central Park Media, Discotek Media']",['Favorites: 92'],['Popularity: #4499'],"['Score: 6.921 (scored by 7,037 users)']",https://myanimelist.net/anime/2997/Hi_no_Tori__Houou-hen
1676,Kinnikuman: Kinnikusei Oui Soudatsu-hen,TV (46 eps),Oct 1991 - Sep 1992,"3,297 members","['Genres: Comedy, Sci-Fi, Supernatural, Ecchi']",['Broadcast: Fridays at 00:55 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 625'],['Popularity: #951'],"['Score: 6.921 (scored by 91,754 users)']",https://myanimelist.net/anime/3281/Kinnikuman__Kinnikusei_Oui_Soudatsu-hen
1677,Massara,ONA (1 eps),Nov 2021 - Nov 2021,"1,986 members","['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],['Favorites: 727'],['Popularity: #713'],"['Score: 6.921 (scored by 186,241 users)']",https://myanimelist.net/anime/50597/Massara
1678,Night Walker: Mayonaka no Tantei,TV (12 eps),Jul 1998 - Sep 1998,"19,712 members","['Genres: Adventure, Fantasy']",['Broadcast: Fridays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #10475'],['Score: 6.911 (scored by 758 users)'],https://myanimelist.net/anime/621/Night_Walker__Mayonaka_no_Tantei
1679,Sakura Taisen: Gouka Kenran,OVA (6 eps),Dec 1999 - Dec 2000,"4,571 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Mondays at 18:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #11847'],['Score: 6.921 (scored by 360 users)'],https://myanimelist.net/anime/1166/Sakura_Taisen__Gouka_Kenran
1680,Sekiranun Graffiti,Music (1 eps),Aug 2011 - Aug 2011,"6,699 members","['Genres: Adventure, Sci-Fi']",['Broadcast: Fridays at 18:00 (JST)'],['Licensors: Frontier Works'],['Favorites: 19'],['Popularity: #9771'],['Score: 6.921 (scored by 959 users)'],https://myanimelist.net/anime/11487/Sekiranun_Graffiti
1681,Sola Specials,Special (2 eps),Sep 2007 - Oct 2007,"15,125 members","['Genres: Fantasy, Slice of Life']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Funimation'],['Favorites: 184'],['Popularity: #2294'],"['Score: 6.921 (scored by 25,294 users)']",https://myanimelist.net/anime/3174/Sola_Specials
1682,Vexille: 2077 Nihon Sakoku,Movie (1 eps),Aug 2007 - Aug 2007,"18,567 members","['Genres: Action, Comedy, Fantasy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Geneon Entertainment USA'],['Favorites: 55'],['Popularity: #4325'],"['Score: 6.921 (scored by 9,125 users)']",https://myanimelist.net/anime/2746/Vexille__2077_Nihon_Sakoku
1683,Zero no Tsukaima: Princesses no Rondo Picture Drama,Special (7 eps),Sep 2008 - Mar 2009,"48,004 members","['Genres: Adventure, Comedy, Mystery']",['Broadcast: Mondays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 111'],['Popularity: #5185'],"['Score: 6.921 (scored by 5,170 users)']",https://myanimelist.net/anime/6489/Zero_no_Tsukaima__Princesses_no_Rondo_Picture_Drama
1684,Aoi Blink,TV (39 eps),Apr 1989 - Mar 1990,"1,975 members","['Genres: Comedy, Sci-Fi, Ecchi']",['Broadcast: Unknown'],['Licensors: Maiden Japan'],['Favorites: 105'],['Popularity: #3492'],"['Score: 6.911 (scored by 15,529 users)']",https://myanimelist.net/anime/3631/Aoi_Blink
1685,Arifureta Shokugyou de Sekai Saikyou 2nd Season: Arifureta Yorimichi de Sekai Saikyou,Special (1 eps),Mar 2022 - Mar 2022,"35,481 members","['Genres: Action, Adventure, Comedy, Sci-Fi']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 46'],['Popularity: #8323'],"['Score: 6.921 (scored by 1,412 users)']",https://myanimelist.net/anime/50916/Arifureta_Shokugyou_de_Sekai_Saikyou_2nd_Season__Arifureta_Yorimichi_de_Sekai_Saikyou
1686,Battle Athletess Daiundoukai (TV),TV (26 eps),Oct 1997 - Mar 1998,"9,092 members","['Genres: Adventure, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #13688'],['Score: 6.911 (scored by 187 users)'],https://myanimelist.net/anime/1186/Battle_Athletess_Daiundoukai_TV
1687,Bug tte Honey,TV (51 eps),Oct 1986 - Sep 1987,650 members,"['Genres: Comedy, Slice of Life']",['Broadcast: Unknown'],['Licensors: ADV Films'],['Favorites: 61'],['Popularity: #4550'],"['Score: 6.911 (scored by 6,603 users)']",https://myanimelist.net/anime/10210/Bug_tte_Honey
1688,Dragon Quest: Yuusha Abel Densetsu,TV (43 eps),Dec 1989 - Apr 1991,"6,116 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 75'],['Popularity: #5845'],"['Score: 6.911 (scored by 2,988 users)']",https://myanimelist.net/anime/2819/Dragon_Quest__Yuusha_Abel_Densetsu
1689,Grisaia no Kajitsu Specials,Special (6 eps),Dec 2014 - May 2015,"77,692 members","['Genres: Action, Comedy, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #8988'],"['Score: 6.921 (scored by 1,088 users)']",https://myanimelist.net/anime/29101/Grisaia_no_Kajitsu_Specials
1690,Healin' Good♡Precure,TV (45 eps),Feb 2020 - Feb 2021,"10,195 members","['Genres: Action, Supernatural']",['Broadcast: Fridays at Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 283'],['Popularity: #1501'],"['Score: 6.911 (scored by 61,597 users)']",https://myanimelist.net/anime/40610/Healin_Good%E2%99%A1Precure
1691,Hellsing: Psalm of the Darkness,Special (1 eps),Aug 2001 - Aug 2001,"31,531 members","['Genres: Drama, Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 26'],['Popularity: #5750'],"['Score: 6.911 (scored by 3,237 users)']",https://myanimelist.net/anime/7728/Hellsing__Psalm_of_the_Darkness
1692,Karaoke Senshi Mike-tarou,TV (20 eps),Apr 1994 - Mar 1995,518 members,"['Genres: Adventure, Comedy, Drama']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #11124'],['Score: 6.911 (scored by 692 users)'],https://myanimelist.net/anime/5140/Karaoke_Senshi_Mike-tarou
1693,Koisuru Tenshi Angelique: Kagayaki no Ashita,TV (12 eps),Jan 2007 - Mar 2007,"10,609 members","['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 86'],['Popularity: #3128'],"['Score: 6.911 (scored by 18,456 users)']",https://myanimelist.net/anime/1864/Koisuru_Tenshi_Angelique__Kagayaki_no_Ashita
