,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
1694,Konchuu Monogatari Minashigo Hutch (1989),TV (55 eps),Jul 1989 - Aug 1990,"1,535 members","['Genres: Mystery, Romance, Supernatural']",['Broadcast: Sundays at 01:30 (JST)'],['Licensors: VIZ Media'],"['Favorites: 1,210']",['Popularity: #479'],"['Score: 6.911 (scored by 184,520 users)']",https://myanimelist.net/anime/8140/Konchuu_Monogatari_Minashigo_Hutch_1989
1695,Ling Jian Zun,ONA (30 eps),Jan 2019 - Apr 2019,"4,326 members","['Genres: Drama, Fantasy']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 171'],['Popularity: #3007'],"['Score: 6.911 (scored by 20,826 users)']",https://myanimelist.net/anime/39080/Ling_Jian_Zun
1696,Re-raise,Music (1 eps),Jan 2020 - Jan 2020,"1,641 members","['Genres: Action, Adventure, Comedy, Sci-Fi']",['Broadcast: Mondays at 18:30 (JST)'],['Licensors: VIZ Media'],['Favorites: 131'],['Popularity: #3326'],"['Score: 6.911 (scored by 18,891 users)']",https://myanimelist.net/anime/41099/Re-raise
1697,Rockman.EXE,TV (56 eps),Mar 2002 - Mar 2003,"37,156 members","['Genres: Comedy, Fantasy, Romance, Ecchi']",['Broadcast: Thursdays at 02:25 (JST)'],['Licensors: Funimation'],"['Favorites: 1,093']",['Popularity: #505'],"['Score: 6.911 (scored by 247,417 users)']",https://myanimelist.net/anime/1710/RockmanEXE
1698,Servamp Specials,Special (4 eps),Nov 2016 - Feb 2017,"18,170 members","['Genres: Comedy, Romance, Sci-Fi, Ecchi']",['Broadcast: Unknown'],"['Licensors: ADV Films, Sentai Filmworks']",['Favorites: 9'],['Popularity: #6428'],"['Score: 6.911 (scored by 3,215 users)']",https://myanimelist.net/anime/33994/Servamp_Specials
1699,Shinmai Maou no Testament Departures,OVA (1 eps),Mar 2018 - Mar 2018,"88,117 members","['Genres: Comedy, Mystery']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 211'],['Popularity: #3047'],"['Score: 6.911 (scored by 16,480 users)']",https://myanimelist.net/anime/36688/Shinmai_Maou_no_Testament_Departures
1700,Tantei Opera Milky Holmes,TV (12 eps),Oct 2010 - Dec 2010,"43,525 members","['Genres: Comedy, Fantasy, Romance']",['Broadcast: Wednesdays at 18:00 (JST)'],['Licensors: Synch-Point'],['Favorites: 49'],['Popularity: #6732'],"['Score: 6.911 (scored by 2,181 users)']",https://myanimelist.net/anime/7768/Tantei_Opera_Milky_Holmes
1701,Toaru Majutsu no Index-tan,Special (2 eps),Feb 2009 - May 2009,"52,164 members","['Genres: Action, Romance']",['Broadcast: Thursdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 892'],['Popularity: #1401'],"['Score: 6.901 (scored by 51,353 users)']",https://myanimelist.net/anime/5955/Toaru_Majutsu_no_Index-tan
1702,Miyori no Mori,Special (1 eps),Aug 2007 - Aug 2007,"12,475 members","['Genres: Mystery, Supernatural']",['Broadcast: Tuesdays at 19:00 (JST)'],['Licensors: Funimation'],['Favorites: 41'],['Popularity: #4082'],"['Score: 6.901 (scored by 6,277 users)']",https://myanimelist.net/anime/2751/Miyori_no_Mori
1703,Ninin ga Shinobuden,TV (12 eps),Jul 2004 - Sep 2004,"33,743 members","['Genres: Action, Adventure']",['Broadcast: Sundays at 18:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #10441'],['Score: 6.901 (scored by 373 users)'],https://myanimelist.net/anime/229/Ninin_ga_Shinobuden
1704,Ninja Hattori-kun,TV (694 eps),Sep 1981 - Dec 1987,"10,315 members","['Genres: Mystery, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],['Favorites: 449'],['Popularity: #1131'],"['Score: 6.901 (scored by 68,007 users)']",https://myanimelist.net/anime/4936/Ninja_Hattori-kun
1705,Occultic;Nine,TV (12 eps),Oct 2016 - Dec 2016,"188,229 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Sundays at 22:00 (JST)'],['Licensors: VIZ Media'],['Favorites: 140'],['Popularity: #2362'],"['Score: 6.901 (scored by 23,292 users)']",https://myanimelist.net/anime/32962/Occultic_Nine
1706,Ooyukiumi no Kaina,TV (11 eps),Jan 2023 -,"34,322 members","['Genres: Adventure, Comedy, Supernatural']",['Broadcast: Tuesdays at 01:55 (JST)'],"['Licensors: Media Blasters, NYAV Post']",['Favorites: 197'],['Popularity: #2697'],"['Score: 6.901 (scored by 26,031 users)']",https://myanimelist.net/anime/50864/Ooyukiumi_no_Kaina
1707,Rinne no Lagrange,TV (12 eps),Jan 2012 - Mar 2012,"69,261 members","['Genres: Drama, Fantasy, Supernatural']",['Broadcast: Fridays at 00:30 (JST)'],['Licensors: Maiden Japan'],['Favorites: 88'],['Popularity: #2981'],"['Score: 6.901 (scored by 18,865 users)']",https://myanimelist.net/anime/11227/Rinne_no_Lagrange
1708,Tengen Toppa Gurren Lagann: Parallel Works 2,Music (7 eps),May 2010 - May 2010,"22,349 members","['Genres: Action, Supernatural']",['Broadcast: Thursdays at 08:00 (JST)'],['Licensors: Maiden Japan'],['Favorites: 174'],['Popularity: #1889'],"['Score: 6.901 (scored by 46,286 users)']",https://myanimelist.net/anime/8348/Tengen_Toppa_Gurren_Lagann__Parallel_Works_2
1709,Wakaba*Girl: Onsen Tsukaritai,Special (1 eps),Oct 2015 - Oct 2015,"8,839 members","['Genres: Adventure, Sci-Fi, Sports']",['Broadcast: Fridays at 18:30 (JST)'],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 33'],['Popularity: #6137'],"['Score: 6.911 (scored by 3,234 users)']",https://myanimelist.net/anime/31909/WakabaGirl__Onsen_Tsukaritai
1710,Buki yo Saraba,Movie (1 eps),Jul 2013 - Jul 2013,"11,991 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Unknown'],['Licensors: Saban Entertainment'],['Favorites: 17'],['Popularity: #7191'],"['Score: 6.911 (scored by 1,513 users)']",https://myanimelist.net/anime/17677/Buki_yo_Saraba
1711,Harmony,Movie (1 eps),Nov 2015 - Nov 2015,"57,560 members","['Genres: Comedy, Fantasy']",['Broadcast: Saturdays at 07:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 12'],['Popularity: #9460'],['Score: 6.901 (scored by 725 users)'],https://myanimelist.net/anime/28211/Harmony
1712,Ibara no Ou,Movie (1 eps),Oct 2009 - Oct 2009,"72,023 members","['Genres: Action, Comedy, Sci-Fi, Sports']",['Broadcast: Wednesdays at 18:00 (JST)'],"['Licensors: 4Kids Entertainment, Discotek Media']",['Favorites: 56'],['Popularity: #4884'],"['Score: 6.901 (scored by 8,426 users)']",https://myanimelist.net/anime/6610/Ibara_no_Ou
1713,"91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",Special (1 eps),Jul 2017 - Jul 2017,"51,454 members","['Genres: Comedy, Girls Love']",['Broadcast: Fridays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 181'],['Popularity: #1713'],"['Score: 6.891 (scored by 48,336 users)']",https://myanimelist.net/anime/34777/91_Days__Toki_no_Asase_Subete_no_Kinou_Ashita_Mata_Ashita
1714,Amatsuki,TV (13 eps),Apr 2008 - Jun 2008,"56,588 members","['Genres: Drama, Mystery, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: VIZ Media'],"['Favorites: 7,227']",['Popularity: #335'],"['Score: 6.891 (scored by 341,130 users)']",https://myanimelist.net/anime/3359/Amatsuki
1715,Anima Yell!,TV (12 eps),Oct 2018 - Dec 2018,"41,424 members","['Genres: Comedy, Slice of Life']",['Broadcast: Fridays at 23:17 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 66'],['Popularity: #3101'],"['Score: 6.891 (scored by 18,396 users)']",https://myanimelist.net/anime/37206/Anima_Yell
1716,Arete Hime,Movie (1 eps),Jul 2001 - Jul 2001,"12,592 members","['Genres: Drama, Romance']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,227']",['Popularity: #741'],"['Score: 6.891 (scored by 133,902 users)']",https://myanimelist.net/anime/1028/Arete_Hime
1717,Gensoumaden Saiyuuki: Kibou no Zaika,OVA (1 eps),Sep 2002 - Sep 2002,"4,567 members","['Genres: Comedy, Supernatural']",['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 135'],['Popularity: #2072'],"['Score: 6.891 (scored by 31,791 users)']",https://myanimelist.net/anime/4476/Gensoumaden_Saiyuuki__Kibou_no_Zaika
1718,Iblard Jikan,OVA (1 eps),Jul 2007 - Jul 2007,"21,731 members","['Genres: Mystery, Slice of Life']",['Broadcast: Tuesdays at 01:20 (JST)'],"['Licensors: None found, add some']",['Favorites: 61'],['Popularity: #5592'],"['Score: 6.891 (scored by 4,379 users)']",https://myanimelist.net/anime/2891/Iblard_Jikan
1719,Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,OVA (1 eps),Dec 2011 - Dec 2011,"20,006 members","['Genres: Action, Drama']",['Broadcast: Sundays at 00:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #12739'],['Score: 6.891 (scored by 215 users)'],https://myanimelist.net/anime/10934/Itsuka_Tenma_no_Kuro_Usagi__Kokoro_Utsuri_no_Toukoubi_-_School_Attendance_Day
1720,Kami nomi zo Shiru Sekai: Flag 0,OVA (1 eps),Sep 2010 - Sep 2010,"62,577 members","['Genres: Comedy, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #5825'],"['Score: 6.901 (scored by 6,532 users)']",https://myanimelist.net/anime/9675/Kami_nomi_zo_Shiru_Sekai__Flag_0
1721,Kyoukai no Kanata: Mini Gekijou,Special (7 eps),Jan 2014 - Jul 2014,"41,578 members","['Genres: Action, Supernatural']",['Broadcast: Tuesdays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,277']",['Popularity: #804'],"['Score: 6.891 (scored by 110,957 users)']",https://myanimelist.net/anime/20909/Kyoukai_no_Kanata__Mini_Gekijou
1722,Kyoukai no Rinne,TV (25 eps),Apr 2015 - Sep 2015,"85,778 members","['Genres: Adventure, Comedy, Supernatural']",['Broadcast: Thursdays at 17:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,611']",['Popularity: #895'],"['Score: 6.891 (scored by 62,366 users)']",https://myanimelist.net/anime/28423/Kyoukai_no_Rinne
1723,Lupin III: Hemingway Paper no Nazo,Special (1 eps),Jul 1990 - Jul 1990,"6,489 members","['Genres: Drama, Romance, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #9593'],['Score: 6.891 (scored by 523 users)'],https://myanimelist.net/anime/1421/Lupin_III__Hemingway_Paper_no_Nazo
1724,Petit Seka,ONA (10 eps),Jan 2022 - Mar 2022,"3,333 members","['Genres: Comedy, Supernatural']",['Broadcast: Mondays at 19:00 (JST)'],['Licensors: Geneon Entertainment USA'],['Favorites: 27'],['Popularity: #4301'],"['Score: 6.891 (scored by 9,822 users)']",https://myanimelist.net/anime/49939/Petit_Seka
1725,Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA (1 eps),Nov 2011 - Nov 2011,"2,480 members","['Genres: Action, Fantasy, Supernatural']",['Broadcast: Saturdays at 02:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 124'],['Popularity: #2654'],"['Score: 6.891 (scored by 25,785 users)']",https://myanimelist.net/anime/11569/Precure_All_Stars_DX_the_Dance_Live%E2%99%A5__Miracle_Dance_Stage_e_Youkoso
1726,Promare: Galo-hen,ONA (1 eps),May 2019 - May 2019,"25,959 members","['Genres: Comedy, Sports']",['Broadcast: Sundays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 83'],['Popularity: #3138'],"['Score: 6.891 (scored by 15,856 users)']",https://myanimelist.net/anime/39991/Promare__Galo-hen
1727,Servamp,TV (12 eps),Jul 2016 - Sep 2016,"269,192 members","['Genres: Drama, Sports']",['Broadcast: Sundays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 44'],['Popularity: #6228'],"['Score: 6.891 (scored by 3,490 users)']",https://myanimelist.net/anime/31229/Servamp
1728,Shaman King (2021),TV (52 eps),Apr 2021 - Apr 2022,"241,756 members","['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 214'],['Popularity: #2133'],"['Score: 6.891 (scored by 29,096 users)']",https://myanimelist.net/anime/42205/Shaman_King_2021
1729,Shin Ace wo Nerae!,TV (25 eps),Oct 1978 - Mar 1979,"2,647 members","['Genres: Action, Comedy, Ecchi']",['Broadcast: Wednesdays at 23:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 929'],['Popularity: #581'],"['Score: 6.891 (scored by 193,527 users)']",https://myanimelist.net/anime/8542/Shin_Ace_wo_Nerae
1730,Yesterday wo Utatte,TV (12 eps),Apr 2020 - Jun 2020,"289,796 members","['Genres: Comedy, Drama, Mystery']",['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: Funimation'],['Favorites: 188'],['Popularity: #2150'],"['Score: 6.891 (scored by 23,945 users)']",https://myanimelist.net/anime/39710/Yesterday_wo_Utatte
1731,Chuubyou Gekihatsu Boy: Otoko ni Umareta Shukumei Dakara,Special (1 eps),Mar 2020 - Mar 2020,"6,248 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 75'],['Popularity: #2307'],"['Score: 6.881 (scored by 32,606 users)']",https://myanimelist.net/anime/40465/Chuubyou_Gekihatsu_Boy__Otoko_ni_Umareta_Shukumei_Dakara
1732,Dinghai Fusheng Lu,ONA (12 eps),Jul 2021 - Dec 2021,"2,615 members","['Genres: Comedy, Slice of Life']",['Broadcast: Fridays at 02:16 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 74'],['Popularity: #3019'],"['Score: 6.881 (scored by 16,730 users)']",https://myanimelist.net/anime/44065/Dinghai_Fusheng_Lu
1733,Dominion,OVA (4 eps),May 1988 - Aug 1989,"16,456 members","['Genres: Comedy, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 24'],['Popularity: #9728'],"['Score: 6.871 (scored by 1,280 users)']",https://myanimelist.net/anime/1151/Dominion
1734,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,OVA (1 eps),Apr 2021 - Apr 2021,"67,151 members","['Genres: Action, Adventure, Comedy, Drama, Sci-Fi']",['Broadcast: Tuesdays at 02:55 (JST)'],['Licensors: ADV Films'],['Favorites: 29'],['Popularity: #6081'],"['Score: 6.881 (scored by 3,425 users)']",https://myanimelist.net/anime/44983/Dungeon_ni_Deai_wo_Motomeru_no_wa_Machigatteiru_Darou_ka_III_OVA
1735,Fei Ren Zai 1st Season Part 2,ONA (12 eps),Jan 2020 - Mar 2020,908 members,"['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Saturdays at 19:30 (JST)'],['Licensors: 4Kids Entertainment'],['Favorites: 297'],['Popularity: #3655'],"['Score: 6.881 (scored by 15,652 users)']",https://myanimelist.net/anime/42454/Fei_Ren_Zai_1st_Season_Part_2
1736,Jintian Kaishi Zuo Mingxing,ONA (13 eps),Dec 2019 - Mar 2020,"2,279 members","['Genres: Adventure, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #6939'],"['Score: 6.881 (scored by 3,848 users)']",https://myanimelist.net/anime/40969/Jintian_Kaishi_Zuo_Mingxing
1737,Key the Metal Idol,OVA (15 eps),Dec 1994 - Jun 1997,"21,637 members","['Genres: Drama, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #9452'],['Score: 6.881 (scored by 802 users)'],https://myanimelist.net/anime/1457/Key_the_Metal_Idol
1738,Kurozuka,TV (12 eps),Oct 2008 - Dec 2008,"93,861 members","['Genres: Action, Drama, Horror, Romance, Sci-Fi']",['Broadcast: Tuesdays at 22:00 (JST)'],['Licensors: Mill Creek Entertainment'],['Favorites: 304'],['Popularity: #1955'],"['Score: 6.881 (scored by 31,530 users)']",https://myanimelist.net/anime/5039/Kurozuka
1739,Moshidora,TV (10 eps),Apr 2011 - May 2011,"21,356 members","['Genres: Drama, Sports']",['Broadcast: Mondays at 22:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #4335'],"['Score: 6.881 (scored by 8,797 users)']",https://myanimelist.net/anime/9693/Moshidora
1740,Nakanohito Genome [Jikkyouchuu],TV (12 eps),Jul 2019 - Sep 2019,"123,839 members","['Genres: Comedy, Drama']",['Broadcast: Sundays at 22:00 (JST)'],['Licensors: Funimation'],['Favorites: 563'],['Popularity: #1595'],"['Score: 6.881 (scored by 51,706 users)']",https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu
1741,Noblesse,TV (13 eps),Oct 2020 - Dec 2020,"267,031 members","['Genres: Action, Supernatural']",['Broadcast: Thursdays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,119']",['Popularity: #810'],"['Score: 6.881 (scored by 113,504 users)']",https://myanimelist.net/anime/41345/Noblesse
1742,Renkin San-kyuu Magical? Pokaan Specials,Special (3 eps),Jun 2006 - Oct 2006,"7,210 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 17:35 (JST)'],['Licensors: Funimation'],['Favorites: 414'],['Popularity: #1084'],"['Score: 6.881 (scored by 74,885 users)']",https://myanimelist.net/anime/1489/Renkin_San-kyuu_Magical_Pokaan_Specials
1743,Sora no Method: Aru Shoujo no Kyuujitsu★,Special (1 eps),Jul 2015 - Jul 2015,"9,859 members","['Genres: Action, Comedy']",['Broadcast: Fridays at 01:20 (JST)'],['Licensors: Aniplex of America'],['Favorites: 861'],['Popularity: #1558'],"['Score: 6.881 (scored by 47,007 users)']",https://myanimelist.net/anime/30919/Sora_no_Method__Aru_Shoujo_no_Kyuujitsu%E2%98%85
1744,Tennis no Ouji-sama: The Band of Princes Film Kick the Future,Music (1 eps),Dec 2003 - Dec 2003,"5,263 members","['Genres: Action, Comedy, Ecchi']",['Broadcast: Unknown'],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 592'],['Popularity: #1165'],"['Score: 6.881 (scored by 88,382 users)']",https://myanimelist.net/anime/6749/Tennis_no_Ouji-sama__The_Band_of_Princes_Film_Kick_the_Future
1745,PopoloCrois,TV (26 eps),Oct 2003 - Mar 2004,"2,008 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Unknown'],['Licensors: 4Kids Entertainment'],['Favorites: 16'],['Popularity: #3697'],"['Score: 6.871 (scored by 15,414 users)']",https://myanimelist.net/anime/592/PopoloCrois
1746,Reikenzan: Eichi e no Shikaku,TV (12 eps),Jan 2017 - Mar 2017,"43,392 members","['Genres: Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #10417'],['Score: 6.871 (scored by 638 users)'],https://myanimelist.net/anime/33019/Reikenzan__Eichi_e_no_Shikaku
1747,s.CRY.ed Alteration I: Tao,Movie (1 eps),Nov 2011 - Nov 2011,"4,988 members","['Genres: Comedy, Fantasy']",['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 59'],['Popularity: #3052'],"['Score: 6.871 (scored by 17,961 users)']",https://myanimelist.net/anime/10592/sCRYed_Alteration_I__Tao
1748,Sonic★the★Hedgehog,OVA (2 eps),Jan 1996 - Jan 1996,"18,271 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Tuesdays at 18:00 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 83'],['Popularity: #3412'],"['Score: 6.871 (scored by 17,496 users)']",https://myanimelist.net/anime/2263/Sonic%E2%98%85the%E2%98%85Hedgehog
1749,Tsurune Movie: Hajimari no Issha,Movie (1 eps),Aug 2022 - Aug 2022,"16,833 members","['Genres: Adventure, Drama, Fantasy, Sci-Fi']",['Broadcast: Thursdays at 01:30 (JST)'],"['Licensors: Funimation, Bandai Entertainment']",['Favorites: 231'],['Popularity: #2295'],"['Score: 6.871 (scored by 34,535 users)']",https://myanimelist.net/anime/43556/Tsurune_Movie__Hajimari_no_Issha
1750,Aru Nihon no Ekaki Shounen,Movie (1 eps),Mar 2019 - Mar 2019,712 members,"['Genres: Drama, Romance, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 39'],['Popularity: #3397'],"['Score: 6.871 (scored by 15,913 users)']",https://myanimelist.net/anime/48992/Aru_Nihon_no_Ekaki_Shounen
1751,Bakusou Kyoudai Let's & Go,TV (51 eps),Jan 1996 - Dec 1996,"10,595 members","['Genres: Comedy, Romance']",['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Funimation'],['Favorites: 303'],['Popularity: #1380'],"['Score: 6.871 (scored by 67,539 users)']",https://myanimelist.net/anime/2705/Bakusou_Kyoudai_Lets___Go
1752,Black Shout,Music (1 eps),Feb 2017 - Feb 2017,"2,872 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 09:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 150'],['Popularity: #4481'],"['Score: 6.871 (scored by 3,907 users)']",https://myanimelist.net/anime/36920/Black_Shout
1753,Cello Hiki no Gauche (1982),Movie (1 eps),Jan 1982 - Jan 1982,"13,735 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 553'],['Popularity: #1158'],"['Score: 6.871 (scored by 84,675 users)']",https://myanimelist.net/anime/1049/Cello_Hiki_no_Gauche_1982
